"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia BONGARA",,,,,,,,,
"Viviendas particulares (001)",178,71,13,13,17,2,6,7,49
"Ocupantes presentes (002)",791,303,60,73,76,9,29,25,216
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",175,70,13,12,16,2,6,7,49
"Ocupantes presentes (005)",779,298,60,71,71,9,29,25,216
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3,1,,1,1,,,,
"Ocupantes presentes (014)",12,5,,2,5,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",124,45,12,13,15,2,6,7,24
"Ocupantes presentes (029)",556,197,57,73,64,9,29,25,102
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",121,44,12,12,14,2,6,7,24
"Ocupantes presentes (032)",544,192,57,71,59,9,29,25,102
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3,1,,1,1,,,,
"Ocupantes presentes (041)",12,5,,2,5,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",54,26,1,,2,,,,25
"Ocupantes presentes (056)",235,106,3,,12,,,,114
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",54,26,1,,2,,,,25
"Ocupantes presentes (059)",235,106,3,,12,,,,114
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
