"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PATAZ",,,,,,,,,
"Viviendas particulares (001)",1831,242,496,231,152,,8,4,698
"Ocupantes presentes (002)",8341,1026,2272,1054,636,,32,15,3306
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1722,224,482,215,138,,8,,655
"Ocupantes presentes (005)",7880,963,2210,975,593,,32,,3107
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,,,,,,,,2
"Ocupantes presentes (008)",11,,,,,,,,11
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",39,3,5,16,8,,,4,3
"Ocupantes presentes (011)",151,11,9,79,27,,,15,10
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",43,9,9,,5,,,,20
"Ocupantes presentes (014)",161,31,53,,12,,,,65
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",20,2,,,,,,,18
"Ocupantes presentes (017)",125,12,,,,,,,113
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,,,1,,,,
"Ocupantes presentes (020)",8,4,,,4,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,3,,,,,,,
"Ocupantes presentes (023)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1127,217,378,75,97,,4,4,352
"Ocupantes presentes (029)",4841,896,1684,352,379,,11,15,1504
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1038,201,364,59,83,,4,,327
"Ocupantes presentes (032)",4505,845,1622,273,336,,11,,1418
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,,,,,,,,2
"Ocupantes presentes (035)",11,,,,,,,,11
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",39,3,5,16,8,,,4,3
"Ocupantes presentes (038)",151,11,9,79,27,,,15,10
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",43,9,9,,5,,,,20
"Ocupantes presentes (041)",161,31,53,,12,,,,65
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,,,1,,,,
"Ocupantes presentes (047)",8,4,,,4,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,3,,,,,,,
"Ocupantes presentes (050)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",704,25,118,156,55,,4,,346
"Ocupantes presentes (056)",3500,130,588,702,257,,21,,1802
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",684,23,118,156,55,,4,,328
"Ocupantes presentes (059)",3375,118,588,702,257,,21,,1689
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",20,2,,,,,,,18
"Ocupantes presentes (071)",125,12,,,,,,,113
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
