"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ZARUMILLA (000)",41054,10514,4292,2122,24213
"Menos de 1 año (001)",913,500,93,27,294
"De 1 a 14 años (002)",12047,5223,1337,357,5139
"De 15 a 29 años (003)",12710,2400,892,916,8526
"De 30 a 44 años (004)",8711,1304,1135,415,5884
"De 45 a 64 años (005)",5229,779,664,315,3493
"De 65 y mas años (006)",1444,308,171,92,877
"Hombres (008)",21695,4914,2291,1496,13066
"Menos de 1 año (009)",458,252,55,17,135
"De 1 a 14 años (010)",6183,2676,670,178,2664
"De 15 a 29 años (011)",6721,941,489,762,4550
"De 30 a 44 años (012)",4604,529,597,268,3232
"De 45 a 64 años (013)",2925,360,381,211,1993
"De 65 y mas años (014)",804,156,99,60,492
"Mujeres (016)",19359,5600,2001,626,11147
"Menos de 1 año (017)",455,248,38,10,159
"De 1 a 14 años (018)",5864,2547,667,179,2475
"De 15 a 29 años (019)",5989,1459,403,154,3976
"De 30 a 44 años (020)",4107,775,538,147,2652
"De 45 a 64 años (021)",2304,419,283,104,1500
"De 65 y mas años (022)",640,152,72,32,385
,,,,,
"URBANA (024)",37347,8890,4148,2094,22298
"Menos de 1 año (025)",822,441,91,27,264
"De 1 a 14 años (026)",10957,4513,1289,355,4808
"De 15 a 29 años (027)",11610,1992,869,909,7863
"De 30 a 44 años (028)",7983,1071,1091,408,5439
"De 45 a 64 años (029)",4732,630,644,311,3168
"De 65 y mas años (030)",1243,243,164,84,756
"Hombres (032)",19668,4134,2220,1477,11907
"Menos de 1 año (033)",414,219,54,17,125
"De 1 a 14 años (034)",5620,2312,647,178,2488
"De 15 a 29 años (035)",6134,774,478,756,4146
"De 30 a 44 años (036)",4191,420,576,262,2955
"De 45 a 64 años (037)",2634,288,371,209,1785
"De 65 y mas años (038)",675,121,94,55,408
"Mujeres (040)",17679,4756,1928,617,10391
"Menos de 1 año (041)",408,222,37,10,139
"De 1 a 14 años (042)",5337,2201,642,177,2320
"De 15 a 29 años (043)",5476,1218,391,153,3717
"De 30 a 44 años (044)",3792,651,515,146,2484
"De 45 a 64 años (045)",2098,342,273,102,1383
"De 65 y mas años (046)",568,122,70,29,348
,,,,,
"RURAL (048)",3707,1624,144,28,1915
"Menos de 1 año (049)",91,59,2,,30
"De 1 a 14 años (050)",1090,710,48,2,331
"De 15 a 29 años (051)",1100,408,23,7,663
"De 30 a 44 años (052)",728,233,44,7,445
"De 45 a 64 años (053)",497,149,20,4,325
"De 65 y mas años (054)",201,65,7,8,121
"Hombres (056)",2027,780,71,19,1159
"Menos de 1 año (057)",44,33,1,,10
"De 1 a 14 años (058)",563,364,23,,176
"De 15 a 29 años (059)",587,167,11,6,404
"De 30 a 44 años (060)",413,109,21,6,277
"De 45 a 64 años (061)",291,72,10,2,208
"De 65 y mas años (062)",129,35,5,5,84
"Mujeres (064)",1680,844,73,9,756
"Menos de 1 año (065)",47,26,1,,20
"De 1 a 14 años (066)",527,346,25,2,155
"De 15 a 29 años (067)",513,241,12,1,259
"De 30 a 44 años (068)",315,124,23,1,168
"De 45 a 64 años (069)",206,77,10,2,117
"De 65 y mas años (070)",72,30,2,3,37
