"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARISCAL NIETO (000)",31645,1847,33,5076,9430,2830,5117,2136,5176
"Empleado (001)",9832,62,4,214,1398,837,2643,988,3686
"Obrero (002)",8628,388,6,1602,3758,843,1123,443,465
"Trabajador independiente (003)",10077,954,14,2461,3243,905,1114,546,840
"Empleador o patrono (004)",487,19,,85,134,45,59,46,99
"Trabajador familiar no remunerado (005)",2112,401,7,619,644,146,140,84,71
"Trabajador del hogar (006)",509,23,2,95,253,54,38,29,15
"Hombres (008)",19464,632,19,2901,6455,1860,3057,1463,3077
"Empleado (009)",5540,23,2,115,882,504,1316,629,2069
"Obrero (010)",7038,196,5,1148,3172,721,990,388,418
"Trabajador independiente (011)",5813,355,7,1378,2007,546,662,362,496
"Empleador o patrono (012)",299,7,,48,94,21,31,33,65
"Trabajador familiar no remunerado (013)",745,48,5,208,283,67,57,49,28
"Trabajador del hogar (014)",29,3,,4,17,1,1,2,1
"Mujeres (016)",12181,1215,14,2175,2975,970,2060,673,2099
"Empleado (017)",4292,39,2,99,516,333,1327,359,1617
"Obrero (018)",1590,192,1,454,586,122,133,55,47
"Trabajador independiente (019)",4264,599,7,1083,1236,359,452,184,344
"Empleador o patrono (020)",188,12,,37,40,24,28,13,34
"Trabajador familiar no remunerado (021)",1367,353,2,411,361,79,83,35,43
"Trabajador del hogar (022)",480,20,2,91,236,53,37,27,14
,,,,,,,,,
"URBANA (024)",26327,1229,29,3661,7614,2483,4549,1949,4813
"Empleado (025)",9240,58,4,197,1316,780,2458,935,3492
"Obrero (026)",6640,267,5,1162,2806,695,925,377,403
"Trabajador independiente (027)",8067,627,12,1752,2665,799,966,492,754
"Empleador o patrono (028)",439,12,,65,121,45,56,43,97
"Trabajador familiar no remunerado (029)",1448,245,6,397,457,110,107,74,52
"Trabajador del hogar (030)",493,20,2,88,249,54,37,28,15
"Hombres (032)",15802,378,15,1977,5069,1587,2665,1303,2808
"Empleado (033)",5116,20,2,101,813,457,1208,587,1928
"Obrero (034)",5440,132,4,815,2381,596,823,326,363
"Trabajador independiente (035)",4433,195,5,883,1575,465,560,315,435
"Empleador o patrono (036)",261,4,,32,81,21,29,31,63
"Trabajador familiar no remunerado (037)",527,25,4,143,204,47,44,42,18
"Trabajador del hogar (038)",25,2,,3,15,1,1,2,1
"Mujeres (040)",10525,851,14,1684,2545,896,1884,646,2005
"Empleado (041)",4124,38,2,96,503,323,1250,348,1564
"Obrero (042)",1200,135,1,347,425,99,102,51,40
"Trabajador independiente (043)",3634,432,7,869,1090,334,406,177,319
"Empleador o patrono (044)",178,8,,33,40,24,27,12,34
"Trabajador familiar no remunerado (045)",921,220,2,254,253,63,63,32,34
"Trabajador del hogar (046)",468,18,2,85,234,53,36,26,14
,,,,,,,,,
"RURAL (048)",5318,618,4,1415,1816,347,568,187,363
"Empleado (049)",592,4,,17,82,57,185,53,194
"Obrero (050)",1988,121,1,440,952,148,198,66,62
"Trabajador independiente (051)",2010,327,2,709,578,106,148,54,86
"Empleador o patrono (052)",48,7,,20,13,,3,3,2
"Trabajador familiar no remunerado (053)",664,156,1,222,187,36,33,10,19
"Trabajador del hogar (054)",16,3,,7,4,,1,1,
"Hombres (056)",3662,254,4,924,1386,273,392,160,269
"Empleado (057)",424,3,,14,69,47,108,42,141
"Obrero (058)",1598,64,1,333,791,125,167,62,55
"Trabajador independiente (059)",1380,160,2,495,432,81,102,47,61
"Empleador o patrono (060)",38,3,,16,13,,2,2,2
"Trabajador familiar no remunerado (061)",218,23,1,65,79,20,13,7,10
"Trabajador del hogar (062)",4,1,,1,2,,,,
"Mujeres (064)",1656,364,,491,430,74,176,27,94
"Empleado (065)",168,1,,3,13,10,77,11,53
"Obrero (066)",390,57,,107,161,23,31,4,7
"Trabajador independiente (067)",630,167,,214,146,25,46,7,25
"Empleador o patrono (068)",10,4,,4,,,1,1,
"Trabajador familiar no remunerado (069)",446,133,,157,108,16,20,3,9
"Trabajador del hogar (070)",12,2,,6,2,,1,1,
