"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",12792,3485,1833,472,7065
"Conviviente (001)",3451,1059,346,67,1989
"Separado(a) (002)",405,107,46,14,239
"Casado(a) (003)",4145,936,879,228,2134
"Viudo(a) (004)",381,74,81,18,209
"Divorciado(a) (005)",27,1,8,5,15
"Soltero(a) (006)",4383,1308,473,140,2479
"Hombres (008)",6782,1606,922,289,4009
"Conviviente (009)",1723,418,166,43,1104
"Separado(a) (010)",153,24,16,8,106
"Casado(a) (011)",2096,413,449,137,1120
"Viudo(a) (012)",114,26,23,6,60
"Divorciado(a) (013)",13,,3,2,9
"Soltero(a) (014)",2683,725,265,93,1610
"Mujeres (016)",6010,1879,911,183,3056
"Conviviente (017)",1728,641,180,24,885
"Separado(a) (018)",252,83,30,6,133
"Casado(a) (019)",2049,523,430,91,1014
"Viudo(a) (020)",267,48,58,12,149
"Divorciado(a) (021)",14,1,5,3,6
"Soltero(a) (022)",1700,583,208,47,869
,,,,,
"URBANA (024)",9921,2646,1603,400,5331
"Conviviente (025)",2799,845,299,62,1603
"Separado(a) (026)",335,92,42,12,190
"Casado(a) (027)",3101,662,762,182,1523
"Viudo(a) (028)",264,51,70,16,128
"Divorciado(a) (029)",21,,7,5,11
"Soltero(a) (030)",3401,996,423,123,1876
"Hombres (032)",5196,1193,797,244,3002
"Conviviente (033)",1399,326,144,40,897
"Separado(a) (034)",119,20,12,8,80
"Casado(a) (035)",1560,289,387,111,792
"Viudo(a) (036)",81,19,19,5,39
"Divorciado(a) (037)",9,,3,2,5
"Soltero(a) (038)",2028,539,232,78,1189
"Mujeres (040)",4725,1453,806,156,2329
"Conviviente (041)",1400,519,155,22,706
"Separado(a) (042)",216,72,30,4,110
"Casado(a) (043)",1541,373,375,71,731
"Viudo(a) (044)",183,32,51,11,89
"Divorciado(a) (045)",12,,4,3,6
"Soltero(a) (046)",1373,457,191,45,687
,,,,,
"RURAL (048)",2871,839,230,72,1734
"Conviviente (049)",652,214,47,5,386
"Separado(a) (050)",70,15,4,2,49
"Casado(a) (051)",1044,274,117,46,611
"Viudo(a) (052)",117,23,11,2,81
"Divorciado(a) (053)",6,1,1,,4
"Soltero(a) (054)",982,312,50,17,603
"Hombres (056)",1586,413,125,45,1007
"Conviviente (057)",324,92,22,3,207
"Separado(a) (058)",34,4,4,,26
"Casado(a) (059)",536,124,62,26,328
"Viudo(a) (060)",33,7,4,1,21
"Divorciado(a) (061)",4,,,,4
"Soltero(a) (062)",655,186,33,15,421
"Mujeres (064)",1285,426,105,27,727
"Conviviente (065)",328,122,25,2,179
"Separado(a) (066)",36,11,,2,23
"Casado(a) (067)",508,150,55,20,283
"Viudo(a) (068)",84,16,7,1,60
"Divorciado(a) (069)",2,1,1,,
"Soltero(a) (070)",327,126,17,2,182
