"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CANTA",,,,,,,,,
"Hogares (001)",4117,196,82,36,24,16,13,14,3736
"Ocupantes presentes (002)",13324,509,228,78,78,42,49,62,12278
"Casa independiente",,,,,,,,,
"Hogares (004)",3775,177,71,33,21,15,11,13,3434
"Ocupantes presentes (005)",12317,465,204,74,70,37,47,61,11359
"Departamento en edificio",,,,,,,,,
"Hogares (007)",2,,,,,,,,2
"Ocupantes presentes (008)",4,,,,,,,,4
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",25,3,1,2,,,,1,18
"Ocupantes presentes (011)",66,10,1,3,,,,1,51
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",75,2,1,1,1,,,,70
"Ocupantes presentes (014)",250,6,4,1,4,,,,235
"Choza o cabaña",,,,,,,,,
"Hogares (016)",224,12,9,,2,1,2,,198
"Ocupantes presentes (017)",627,26,19,,4,5,2,,571
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",6,,,,,,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",12,1,,,,,,,11
"Ocupantes presentes (023)",50,1,,,,,,,49
"Otro tipo",,,,,,,,,
"Hogares (025)",3,1,,,,,,,2
"Ocupantes presentes (026)",4,1,,,,,,,3
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2013,130,52,22,15,12,7,10,1765
"Ocupantes presentes (029)",6342,338,134,46,46,26,33,43,5676
"Casa independiente",,,,,,,,,
"Hogares (031)",1906,125,50,19,14,12,7,9,1670
"Ocupantes presentes (032)",5998,322,129,42,42,26,33,42,5362
"Departamento en edificio",,,,,,,,,
"Hogares (034)",2,,,,,,,,2
"Ocupantes presentes (035)",4,,,,,,,,4
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",25,3,1,2,,,,1,18
"Ocupantes presentes (038)",66,10,1,3,,,,1,51
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",75,2,1,1,1,,,,70
"Ocupantes presentes (041)",250,6,4,1,4,,,,235
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",6,,,,,,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",4,,,,,,,,4
"Ocupantes presentes (050)",18,,,,,,,,18
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",2104,66,30,14,9,4,6,4,1971
"Ocupantes presentes (056)",6982,171,94,32,32,16,16,19,6602
"Casa independiente",,,,,,,,,
"Hogares (058)",1869,52,21,14,7,3,4,4,1764
"Ocupantes presentes (059)",6319,143,75,32,28,11,14,19,5997
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",224,12,9,,2,1,2,,198
"Ocupantes presentes (071)",627,26,19,,4,5,2,,571
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",8,1,,,,,,,7
"Ocupantes presentes (077)",32,1,,,,,,,31
"Otro tipo",,,,,,,,,
"Hogares (079)",3,1,,,,,,,2
"Ocupantes presentes (080)",4,1,,,,,,,3
