"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ANDAHUAYLAS",,,,,,,,,
"Viviendas particulares (001)",2420,901,436,227,339,52,52,55,358
"Ocupantes presentes (002)",10364,3887,1929,1001,1366,215,205,226,1535
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2398,896,433,227,338,47,51,53,353
"Ocupantes presentes (005)",10290,3875,1920,1001,1361,204,200,220,1509
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",11,,,,1,5,1,1,3
"Ocupantes presentes (008)",45,,,,5,11,5,2,22
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3,1,1,,,,,,1
"Ocupantes presentes (011)",5,1,2,,,,,,2
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",6,3,2,,,,,1,
"Ocupantes presentes (014)",19,8,7,,,,,4,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",2,,,,,,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",3,3,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",746,250,106,67,130,29,25,28,111
"Ocupantes presentes (029)",3186,1061,443,310,526,119,94,115,518
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",724,245,103,67,129,24,24,26,106
"Ocupantes presentes (032)",3112,1049,434,310,521,108,89,109,492
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",11,,,,1,5,1,1,3
"Ocupantes presentes (035)",45,,,,5,11,5,2,22
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3,1,1,,,,,,1
"Ocupantes presentes (038)",5,1,2,,,,,,2
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",6,3,2,,,,,1,
"Ocupantes presentes (041)",19,8,7,,,,,4,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",2,,,,,,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",3,3,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1674,651,330,160,209,23,27,27,247
"Ocupantes presentes (056)",7178,2826,1486,691,840,96,111,111,1017
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1674,651,330,160,209,23,27,27,247
"Ocupantes presentes (059)",7178,2826,1486,691,840,96,111,111,1017
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
