"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CONDORCANQUI (000)",33353,12151,11179,6225,3256,542
"Hombres (001)",16857,6131,5394,3276,1784,272
"Mujeres (002)",16496,6020,5785,2949,1472,270
"PEA (003)",10792,257,4766,3774,1801,194
"Hombres (004)",6388,134,2537,2385,1201,131
"Mujeres (005)",4404,123,2229,1389,600,63
"Ocupada (006)",10367,230,4536,3652,1758,191
"Hombres (007)",6023,120,2347,2270,1158,128
"Mujeres (008)",4344,110,2189,1382,600,63
"Desocupada (009)",425,27,230,122,43,3
"Hombres (010)",365,14,190,115,43,3
"Mujeres (011)",60,13,40,7,,
"No PEA (012)",22561,11894,6413,2451,1455,348
"Hombres (013)",10469,5997,2857,891,583,141
"Mujeres (014)",12092,5897,3556,1560,872,207
,,,,,,
"URBANA (018)",5340,1788,1933,991,555,73
"Hombres (019)",2759,889,1008,514,314,34
"Mujeres (020)",2581,899,925,477,241,39
"PEA (021)",1692,38,678,627,320,29
"Hombres (022)",1077,23,388,415,234,17
"Mujeres (023)",615,15,290,212,86,12
"Ocupada (024)",1617,36,635,604,313,29
"Hombres (025)",1016,21,358,393,227,17
"Mujeres (026)",601,15,277,211,86,12
"Desocupada (027)",75,2,43,23,7,
"Hombres (028)",61,2,30,22,7,
"Mujeres (029)",14,,13,1,,
"No PEA (030)",3648,1750,1255,364,235,44
"Hombres (031)",1682,866,620,99,80,17
"Mujeres (032)",1966,884,635,265,155,27
,,,,,,
"RURAL (036)",28013,10363,9246,5234,2701,469
"Hombres (037)",14098,5242,4386,2762,1470,238
"Mujeres (038)",13915,5121,4860,2472,1231,231
"PEA (039)",9100,219,4088,3147,1481,165
"Hombres (040)",5311,111,2149,1970,967,114
"Mujeres (041)",3789,108,1939,1177,514,51
"Ocupada (042)",8750,194,3901,3048,1445,162
"Hombres (043)",5007,99,1989,1877,931,111
"Mujeres (044)",3743,95,1912,1171,514,51
"Desocupada (045)",350,25,187,99,36,3
"Hombres (046)",304,12,160,93,36,3
"Mujeres (047)",46,13,27,6,,
"No PEA (048)",18913,10144,5158,2087,1220,304
"Hombres (049)",8787,5131,2237,792,503,124
"Mujeres (050)",10126,5013,2921,1295,717,180
