"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia POMABAMBA (000)",5891,4572,593,393,333
"Empleado (001)",1231,338,295,298,300
"Obrero (002)",1268,959,185,91,33
"Trabajador independiente (003)",2599,2501,98,,
"Empleador o patrono (004)",19,16,2,1,
"Trabajador familiar no remunerado (005)",646,630,13,3,
"Trabajador del hogar (006)",128,128,,,
"De 06 a 14 años (008)",77,75,1,1,
"Empleado (009)",2,2,,,
"Obrero (010)",10,10,,,
"Trabajador independiente (011)",13,13,,,
"Trabajador familiar no remunerado (013)",48,46,1,1,
"Trabajador del hogar (014)",4,4,,,
"De 15 a 29 años (016)",1704,1411,143,69,81
"Empleado (017)",203,58,39,36,70
"Obrero (018)",447,342,63,31,11
"Trabajador independiente (019)",680,649,31,,
"Empleador o patrono (020)",9,8,1,,
"Trabajador familiar no remunerado (021)",289,278,9,2,
"Trabajador del hogar (022)",76,76,,,
"De 30 a 44 años (024)",2161,1513,271,228,149
"Empleado (025)",682,197,162,190,133
"Obrero (026)",435,315,67,37,16
"Trabajador independiente (027)",865,827,38,,
"Empleador o patrono (028)",6,4,1,1,
"Trabajador familiar no remunerado (029)",151,148,3,,
"Trabajador del hogar (030)",22,22,,,
"De 45 a 64 años (032)",1498,1145,163,92,98
"Empleado (033)",330,74,93,71,92
"Obrero (034)",312,238,47,21,6
"Trabajador independiente (035)",750,727,23,,
"Empleador o patrono (036)",2,2,,,
"Trabajador familiar no remunerado (037)",87,87,,,
"Trabajador del hogar (038)",17,17,,,
"De 65 y más años (040)",451,428,15,3,5
"Empleado (041)",14,7,1,1,5
"Obrero (042)",64,54,8,2,
"Trabajador independiente (043)",291,285,6,,
"Empleador o patrono (044)",2,2,,,
"Trabajador familiar no remunerado (045)",71,71,,,
"Trabajador del hogar (046)",9,9,,,
,,,,,
"URBANA (048)",1953,1144,288,260,261
"Empleado (049)",912,214,209,241,248
"Obrero (050)",173,110,33,17,13
"Trabajador independiente (051)",681,639,42,,
"Empleador o patrono (052)",15,13,2,,
"Trabajador familiar no remunerado (053)",94,90,2,2,
"Trabajador del hogar (054)",78,78,,,
"De 06 a 14 años (056)",19,17,1,1,
"Empleado (057)",1,1,,,
"Obrero (058)",3,3,,,
"Trabajador independiente (059)",5,5,,,
