"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia JULCAN (000)",32928,735,12437,7580,5745,4208,2223
"Jefe o Jefa (001)",8285,,7,1401,2931,2493,1453
"Esposa(o) / compañera(o) (002)",5553,,7,1557,2087,1438,464
"Hijo(a) / hijastro(a) (003)",15913,600,10761,3943,511,97,1
"Yerno / nuera (004)",200,,6,147,40,7,
"Nieto(a) (005)",1335,91,1055,185,4,,
"Padres / suegros (006)",264,,,,2,55,207
"Otro(a) pariente (007)",1254,44,575,306,139,100,90
"Trabajador(a) del hogar (008)",13,,3,6,1,3,
"Pensionistas (009)",8,,1,2,3,1,1
"Otro(a) no pariente (010)",103,,22,33,27,14,7
"Hombres (011)",16475,381,6283,3763,2850,2088,1110
"Jefe o Jefa (012)",6390,,4,1102,2379,1903,1002
"Esposa(o) / compañera(o) (013)",190,,4,53,66,48,19
"Hijo(a) / hijastro(a) (014)",8378,301,5461,2275,288,53,
"Yerno / nuera (015)",84,,3,55,21,5,
"Nieto(a) (016)",651,51,500,99,1,,
"Padres / suegros (017)",67,,,,1,13,53
"Otro(a) pariente (018)",653,29,299,163,78,52,32
"Trabajador(a) del hogar (019)",5,,2,1,1,1,
"Pensionistas (020)",7,,,2,3,1,1
"Otro(a) no pariente (021)",50,,10,13,12,12,3
"Mujeres (022)",16453,354,6154,3817,2895,2120,1113
"Jefe o Jefa (023)",1895,,3,299,552,590,451
"Esposa(o) / compañera(o) (024)",5363,,3,1504,2021,1390,445
"Hijo(a) / hijastro(a) (025)",7535,299,5300,1668,223,44,1
"Yerno / nuera (026)",116,,3,92,19,2,
"Nieto(a) (027)",684,40,555,86,3,,
"Padres / suegros (028)",197,,,,1,42,154
"Otro(a) pariente (029)",601,15,276,143,61,48,58
"Trabajador(a) del hogar (030)",8,,1,5,,2,
"Pensionistas (031)",1,,1,,,,
"Otro(a) no pariente (032)",53,,12,20,15,2,4
,,,,,,,
"URBANA (033)",4829,97,1634,1056,989,743,310
"Jefe o Jefa (034)",1404,,4,198,536,462,204
"Esposa(o) / compañera(o) (035)",817,,1,201,307,243,65
"Hijo(a) / hijastro(a) (036)",2099,73,1385,546,87,8,
"Yerno / nuera (037)",31,,,22,6,3,
"Nieto(a) (038)",219,20,177,22,,,
"Padres / suegros (039)",38,,,,,11,27
"Otro(a) pariente (040)",182,4,61,55,37,13,12
"Trabajador(a) del hogar (041)",1,,,1,,,
"Pensionistas (042)",2,,,,2,,
"Otro(a) no pariente (043)",36,,6,11,14,3,2
"Hombres (044)",2327,48,838,480,469,347,145
"Jefe o Jefa (045)",959,,3,135,368,316,137
"Esposa(o) / compañera(o) (046)",56,,1,16,23,14,2
"Hijo(a) / hijastro(a) (047)",1074,36,716,272,46,4,
"Yerno / nuera (048)",13,,,8,3,2,
"Nieto(a) (049)",105,10,82,13,,,
"Padres / suegros (050)",5,,,,,1,4
"Otro(a) pariente (051)",95,2,34,30,20,7,2
"Pensionistas (053)",2,,,,2,,
"Otro(a) no pariente (054)",18,,2,6,7,3,
"Mujeres (055)",2502,49,796,576,520,396,165
"Jefe o Jefa (056)",445,,1,63,168,146,67
"Esposa(o) / compañera(o) (057)",761,,,185,284,229,63
"Hijo(a) / hijastro(a) (058)",1025,37,669,274,41,4,
"Yerno / nuera (059)",18,,,14,3,1,
"Nieto(a) (060)",114,10,95,9,,,
"Padres / suegros (061)",33,,,,,10,23
"Otro(a) pariente (062)",87,2,27,25,17,6,10
"Trabajador(a) del hogar (063)",1,,,1,,,
"Otro(a) no pariente (065)",18,,4,5,7,,2
,,,,,,,
"RURAL (066)",28099,638,10803,6524,4756,3465,1913
"Jefe o Jefa (067)",6881,,3,1203,2395,2031,1249
"Esposa(o) / compañera(o) (068)",4736,,6,1356,1780,1195,399
"Hijo(a) / hijastro(a) (069)",13814,527,9376,3397,424,89,1
"Yerno / nuera (070)",169,,6,125,34,4,
"Nieto(a) (071)",1116,71,878,163,4,,
"Padres / suegros (072)",226,,,,2,44,180
"Otro(a) pariente (073)",1072,40,514,251,102,87,78
"Trabajador(a) del hogar (074)",12,,3,5,1,3,
"Pensionistas (075)",6,,1,2,1,1,1
"Otro(a) no pariente (076)",67,,16,22,13,11,5
"Hombres (077)",14148,333,5445,3283,2381,1741,965
"Jefe o Jefa (078)",5431,,1,967,2011,1587,865
"Esposa(o) / compañera(o) (079)",134,,3,37,43,34,17
"Hijo(a) / hijastro(a) (080)",7304,265,4745,2003,242,49,
"Yerno / nuera (081)",71,,3,47,18,3,
"Nieto(a) (082)",546,41,418,86,1,,
"Padres / suegros (083)",62,,,,1,12,49
"Otro(a) pariente (084)",558,27,265,133,58,45,30
"Trabajador(a) del hogar (085)",5,,2,1,1,1,
"Pensionistas (086)",5,,,2,1,1,1
"Otro(a) no pariente (087)",32,,8,7,5,9,3
"Mujeres (088)",13951,305,5358,3241,2375,1724,948
"Jefe o Jefa (089)",1450,,2,236,384,444,384
"Esposa(o) / compañera(o) (090)",4602,,3,1319,1737,1161,382
"Hijo(a) / hijastro(a) (091)",6510,262,4631,1394,182,40,1
"Yerno / nuera (092)",98,,3,78,16,1,
"Nieto(a) (093)",570,30,460,77,3,,
"Padres / suegros (094)",164,,,,1,32,131
"Otro(a) pariente (095)",514,13,249,118,44,42,48
"Trabajador(a) del hogar (096)",7,,1,4,,2,
"Pensionistas (097)",1,,1,,,,
"Otro(a) no pariente (098)",35,,8,15,8,2,2
