"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MOHO (000)",482,7,251,138,56,30
"Conviviente (001)",123,,74,43,4,2
"Separado(a) (002)",11,,4,7,,
"Casado(a) (003)",131,,15,55,43,18
"Viudo(a) (004)",17,,,3,6,8
"Divorciado(a) (005)",3,,2,,,1
"Soltero(a) (006)",197,7,156,30,3,1
"Hombres (008)",380,4,188,119,46,23
"Conviviente (009)",107,,64,37,4,2
"Separado(a) (010)",2,,1,1,,
"Casado(a) (011)",116,,13,52,36,15
"Viudo(a) (012)",11,,,2,3,6
"Soltero(a) (014)",144,4,110,27,3,
"Mujeres (016)",102,3,63,19,10,7
"Conviviente (017)",16,,10,6,,
"Separado(a) (018)",9,,3,6,,
"Casado(a) (019)",15,,2,3,7,3
"Viudo(a) (020)",6,,,1,3,2
"Divorciado(a) (021)",3,,2,,,1
"Soltero(a) (022)",53,3,46,3,,1
,,,,,,
"AREA URBANA (024)",207,2,100,68,25,12
"Conviviente (025)",50,,32,17,1,
"Separado(a) (026)",6,,3,3,,
"Casado(a) (027)",73,,9,35,19,10
"Viudo(a) (028)",4,,,1,2,1
"Divorciado(a) (029)",1,,1,,,
"Soltero(a) (030)",73,2,55,12,3,1
"Hombres (032)",162,1,73,58,22,8
"Conviviente (033)",40,,26,13,1,
"Separado(a) (034)",2,,1,1,,
"Casado(a) (035)",63,,8,32,16,7
"Viudo(a) (036)",3,,,,2,1
"Soltero(a) (038)",54,1,38,12,3,
"Mujeres (040)",45,1,27,10,3,4
"Conviviente (041)",10,,6,4,,
"Separado(a) (042)",4,,2,2,,
"Casado(a) (043)",10,,1,3,3,3
"Viudo(a) (044)",1,,,1,,
"Divorciado(a) (045)",1,,1,,,
"Soltero(a) (046)",19,1,17,,,1
,,,,,,
"AREA RURAL (048)",275,5,151,70,31,18
"Conviviente (049)",73,,42,26,3,2
"Separado(a) (050)",5,,1,4,,
"Casado(a) (051)",58,,6,20,24,8
"Viudo(a) (052)",13,,,2,4,7
"Divorciado(a) (053)",2,,1,,,1
"Soltero(a) (054)",124,5,101,18,,
"Hombres (056)",218,3,115,61,24,15
"Conviviente (057)",67,,38,24,3,2
"Casado(a) (059)",53,,5,20,20,8
"Viudo(a) (060)",8,,,2,1,5
"Soltero(a) (062)",90,3,72,15,,
"Mujeres (064)",57,2,36,9,7,3
"Conviviente (065)",6,,4,2,,
"Separado(a) (066)",5,,1,4,,
"Casado(a) (067)",5,,1,,4,
"Viudo(a) (068)",5,,,,3,2
"Divorciado(a) (069)",2,,1,,,1
"Soltero(a) (070)",34,2,29,3,,
