"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL LUZURIAGA (000)",21645,11114,1814,301,8425
"Sin Nivel (001)",6507,3167,198,61,3082
"Educación Inicial (002)",830,571,86,29,144
"Primaria (003)",7998,4892,520,102,2488
"Secundaria (004)",4072,1939,331,56,1746
"Sup. no Univ. Incompleta (005)",577,169,71,8,329
"Sup. no Univ. Completa (006)",943,202,360,23,361
"Sup. Univ. Incompleta (007)",287,93,57,8,129
"Sup. Univ. Completa (008)",431,81,191,14,146
"Hombres (010)",10624,5116,953,183,4378
"Sin Nivel (011)",2357,1043,89,33,1192
"Educación Inicial (012)",396,283,37,15,61
"Primaria (013)",4149,2433,266,58,1394
"Secundaria (014)",2283,1021,139,34,1089
"Sup. no Univ. Incompleta (015)",345,86,34,6,219
"Sup. no Univ. Completa (016)",597,126,223,21,230
"Sup. Univ. Incompleta (017)",188,60,36,7,85
"Sup. Univ. Completa (018)",309,64,129,9,108
"Mujeres (020)",11021,5998,861,118,4047
"Sin Nivel (021)",4150,2124,109,28,1890
"Educación Inicial (022)",434,288,49,14,83
"Primaria (023)",3849,2459,254,44,1094
"Secundaria (024)",1789,918,192,22,657
"Sup. no Univ. Incompleta (025)",232,83,37,2,110
"Sup. no Univ. Completa (026)",346,76,137,2,131
"Sup. Univ. Incompleta (027)",99,33,21,1,44
"Sup. Univ. Completa (028)",122,17,62,5,38
,,,,,
"URBANA (030)",2731,791,778,63,1100
"Sin Nivel (031)",446,168,67,6,205
"Educación Inicial (032)",77,36,23,,18
"Primaria (033)",721,280,168,10,263
"Secundaria (034)",611,205,150,8,248
"Sup. no Univ. Incompleta (035)",211,37,47,6,121
"Sup. no Univ. Completa (036)",370,37,179,17,138
"Sup. Univ. Incompleta (037)",88,10,29,5,44
"Sup. Univ. Completa (038)",207,18,115,11,63
"Hombres (040)",1373,384,388,44,558
"Sin Nivel (041)",152,68,23,2,59
"Educación Inicial (042)",43,22,12,,9
"Primaria (043)",321,124,74,5,118
"Secundaria (044)",337,116,63,5,153
"Sup. no Univ. Incompleta (045)",112,16,21,5,70
"Sup. no Univ. Completa (046)",209,17,105,16,72
"Sup. Univ. Incompleta (047)",54,5,16,4,29
"Sup. Univ. Completa (048)",145,16,74,7,48
"Mujeres (050)",1358,407,390,19,542
"Sin Nivel (051)",294,100,44,4,146
"Educación Inicial (052)",34,14,11,,9
"Primaria (053)",400,156,94,5,145
"Secundaria (054)",274,89,87,3,95
"Sup. no Univ. Incompleta (055)",99,21,26,1,51
"Sup. no Univ. Completa (056)",161,20,74,1,66
"Sup. Univ. Incompleta (057)",34,5,13,1,15
"Sup. Univ. Completa (058)",62,2,41,4,15
,,,,,
"RURAL (060)",18914,10323,1036,238,7325
"Sin Nivel (061)",6061,2999,131,55,2877
"Educación Inicial (062)",753,535,63,29,126
"Primaria (063)",7277,4612,352,92,2225
"Secundaria (064)",3461,1734,181,48,1498
"Sup. no Univ. Incompleta (065)",366,132,24,2,208
"Sup. no Univ. Completa (066)",573,165,181,6,223
"Sup. Univ. Incompleta (067)",199,83,28,3,85
"Sup. Univ. Completa (068)",224,63,76,3,83
"Hombres (070)",9251,4732,565,139,3820
"Sin Nivel (071)",2205,975,66,31,1133
"Educación Inicial (072)",353,261,25,15,52
"Primaria (073)",3828,2309,192,53,1276
"Secundaria (074)",1946,905,76,29,936
"Sup. no Univ. Incompleta (075)",233,70,13,1,149
"Sup. no Univ. Completa (076)",388,109,118,5,158
"Sup. Univ. Incompleta (077)",134,55,20,3,56
"Sup. Univ. Completa (078)",164,48,55,2,60
"Mujeres (080)",9663,5591,471,99,3505
"Sin Nivel (081)",3856,2024,65,24,1744
"Educación Inicial (082)",400,274,38,14,74
"Primaria (083)",3449,2303,160,39,949
"Secundaria (084)",1515,829,105,19,562
"Sup. no Univ. Incompleta (085)",133,62,11,1,59
"Sup. no Univ. Completa (086)",185,56,63,1,65
"Sup. Univ. Incompleta (087)",65,28,8,,29
"Sup. Univ. Completa (088)",60,15,21,1,23
