"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",15812,5293,2287,558,7743
"Sin Nivel (001)",1275,637,174,38,428
"Educación Inicial (002)",404,247,61,9,87
"Primaria (003)",6430,2330,644,136,3331
"Secundaria (004)",5454,1728,699,182,2865
"Sup. no Univ. Incompleta (005)",597,129,92,33,346
"Sup. no Univ. Completa (006)",814,119,304,59,339
"Sup. Univ. Incompleta (007)",339,49,84,26,185
"Sup. Univ. Completa (008)",499,54,229,75,162
"Hombres (010)",8361,2550,1156,339,4364
"Sin Nivel (011)",600,310,88,20,183
"Educación Inicial (012)",206,130,31,7,38
"Primaria (013)",3285,1116,306,71,1800
"Secundaria (014)",3114,831,372,111,1814
"Sup. no Univ. Incompleta (015)",281,49,49,22,164
"Sup. no Univ. Completa (016)",387,56,118,43,174
"Sup. Univ. Incompleta (017)",191,28,55,16,97
"Sup. Univ. Completa (018)",297,30,137,49,94
"Mujeres (020)",7451,2743,1131,219,3379
"Sin Nivel (021)",675,327,86,18,245
"Educación Inicial (022)",198,117,30,2,49
"Primaria (023)",3145,1214,338,65,1531
"Secundaria (024)",2340,897,327,71,1051
"Sup. no Univ. Incompleta (025)",316,80,43,11,182
"Sup. no Univ. Completa (026)",427,63,186,16,165
"Sup. Univ. Incompleta (027)",148,21,29,10,88
"Sup. Univ. Completa (028)",202,24,92,26,68
,,,,,
"URBANA (030)",12349,4033,2004,476,5901
"Sin Nivel (031)",986,487,155,31,315
"Educación Inicial (032)",325,186,55,9,75
"Primaria (033)",4767,1696,562,105,2413
"Secundaria (034)",4327,1358,609,151,2228
"Sup. no Univ. Incompleta (035)",518,106,83,29,302
"Sup. no Univ. Completa (036)",691,108,254,56,280
"Sup. Univ. Incompleta (037)",291,44,75,24,153
"Sup. Univ. Completa (038)",444,48,211,71,135
"Hombres (040)",6468,1925,1004,289,3294
"Sin Nivel (041)",456,230,79,18,130
"Educación Inicial (042)",166,97,29,7,33
"Primaria (043)",2412,822,260,53,1283
"Secundaria (044)",2427,636,320,90,1394
"Sup. no Univ. Incompleta (045)",243,36,43,19,147
"Sup. no Univ. Completa (046)",334,51,96,41,150
"Sup. Univ. Incompleta (047)",161,25,49,14,78
"Sup. Univ. Completa (048)",269,28,128,47,79
"Mujeres (050)",5881,2108,1000,187,2607
"Sin Nivel (051)",530,257,76,13,185
"Educación Inicial (052)",159,89,26,2,42
"Primaria (053)",2355,874,302,52,1130
"Secundaria (054)",1900,722,289,61,834
"Sup. no Univ. Incompleta (055)",275,70,40,10,155
"Sup. no Univ. Completa (056)",357,57,158,15,130
"Sup. Univ. Incompleta (057)",130,19,26,10,75
"Sup. Univ. Completa (058)",175,20,83,24,56
,,,,,
"RURAL (060)",3463,1260,283,82,1842
"Sin Nivel (061)",289,150,19,7,113
"Educación Inicial (062)",79,61,6,,12
"Primaria (063)",1663,634,82,31,918
"Secundaria (064)",1127,370,90,31,637
"Sup. no Univ. Incompleta (065)",79,23,9,4,44
"Sup. no Univ. Completa (066)",123,11,50,3,59
"Sup. Univ. Incompleta (067)",48,5,9,2,32
"Sup. Univ. Completa (068)",55,6,18,4,27
"Hombres (070)",1893,625,152,50,1070
"Sin Nivel (071)",144,80,9,2,53
"Educación Inicial (072)",40,33,2,,5
"Primaria (073)",873,294,46,18,517
"Secundaria (074)",687,195,52,21,420
"Sup. no Univ. Incompleta (075)",38,13,6,3,17
"Sup. no Univ. Completa (076)",53,5,22,2,24
"Sup. Univ. Incompleta (077)",30,3,6,2,19
"Sup. Univ. Completa (078)",28,2,9,2,15
"Mujeres (080)",1570,635,131,32,772
"Sin Nivel (081)",145,70,10,5,60
"Educación Inicial (082)",39,28,4,,7
"Primaria (083)",790,340,36,13,401
"Secundaria (084)",440,175,38,10,217
"Sup. no Univ. Incompleta (085)",41,10,3,1,27
"Sup. no Univ. Completa (086)",70,6,28,1,35
"Sup. Univ. Incompleta (087)",18,2,3,,13
"Sup. Univ. Completa (088)",27,4,9,2,12
