"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia TAYACAJA",,,,,,,
"Viviendas particulares (001)",25505,2347,175,399,19938,1071,1575
"Ocupantes presentes (002)",104406,9111,739,1728,82287,4041,6500
"Casa independiente",,,,,,,
"Viviendas particulares (004)",24186,2177,175,331,18978,990,1535
"Ocupantes presentes (005)",98964,8402,739,1392,78331,3771,6329
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",3,3,,,,,
"Ocupantes presentes (008)",12,12,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",73,58,,,14,,1
"Ocupantes presentes (011)",330,235,,,88,,7
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",117,52,,3,50,5,7
"Ocupantes presentes (014)",618,268,,25,258,12,55
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1097,50,,65,884,68,30
"Ocupantes presentes (017)",4415,174,,311,3579,248,103
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",10,2,,,7,,1
"Ocupantes presentes (020)",33,11,,,21,,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",17,3,,,5,8,1
"Ocupantes presentes (023)",30,5,,,10,10,5
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,2,,,,,
"Ocupantes presentes (026)",4,4,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6179,1133,55,150,4371,141,329
"Ocupantes presentes (029)",25197,4573,229,690,17931,364,1410
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5967,1016,55,147,4298,131,320
"Ocupantes presentes (032)",24195,4045,229,665,17562,347,1347
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",3,3,,,,,
"Ocupantes presentes (035)",12,12,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",73,58,,,14,,1
"Ocupantes presentes (038)",330,235,,,88,,7
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",117,52,,3,50,5,7
"Ocupantes presentes (041)",618,268,,25,258,12,55
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",10,2,,,7,,1
"Ocupantes presentes (047)",33,11,,,21,,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",9,2,,,2,5,
"Ocupantes presentes (050)",9,2,,,2,5,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",19326,1214,120,249,15567,930,1246
"Ocupantes presentes (056)",79209,4538,510,1038,64356,3677,5090
"Casa independiente",,,,,,,
"Viviendas particulares (058)",18219,1161,120,184,14680,859,1215
"Ocupantes presentes (059)",74769,4357,510,727,60769,3424,4982
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1097,50,,65,884,68,30
"Ocupantes presentes (071)",4415,174,,311,3579,248,103
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",8,1,,,3,3,1
"Ocupantes presentes (077)",21,3,,,8,5,5
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,2,,,,,
"Ocupantes presentes (080)",4,4,,,,,
