"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CELENDIN (000)",82653,15887,1699,47005,12436,1377,2682,528,1039
"Quechua (001)",33,6,1,19,4,2,,1,
"Aymara (002)",19,5,2,7,2,1,,,2
"Ashaninca (003)",12,3,,7,2,,,,
"Otra lengua nativa (004)",9,3,,3,2,,1,,
"Castellano (005)",82166,15523,1694,46923,12415,1373,2677,527,1034
"Idioma extranjero (006)",2,,,,,,,,2
"Es sordomudo/a (007)",412,347,2,46,11,1,4,,1
"Hombres (009)",40538,5573,868,23884,7338,685,1282,309,599
"Quechua (010)",16,2,,9,2,2,,1,
"Aymara (011)",8,1,1,3,1,1,,,1
"Ashaninca (012)",4,2,,2,,,,,
"Otra lengua nativa (013)",5,2,,2,1,,,,
"Castellano (014)",40296,5394,866,23841,7328,682,1281,308,596
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",208,172,1,27,6,,1,,1
"Mujeres (018)",42115,10314,831,23121,5098,692,1400,219,440
"Quechua (019)",17,4,1,10,2,,,,
"Aymara (020)",11,4,1,4,1,,,,1
"Ashaninca (021)",8,1,,5,2,,,,
"Otra lengua nativa (022)",4,1,,1,1,,1,,
"Castellano (023)",41870,10129,828,23082,5087,691,1396,219,438
"Idioma extranjero (024)",1,,,,,,,,1
"Es sordomudo/a (025)",204,175,1,19,5,1,3,,
,,,,,,,,,
"URBANA (027)",20887,2231,547,8120,5361,1042,2234,445,907
"Quechua (028)",14,3,1,7,2,1,,,
"Aymara (029)",7,,1,3,,1,,,2
"Ashaninca (030)",4,1,,2,1,,,,
"Otra lengua nativa (031)",5,1,,1,2,,1,,
"Castellano (032)",20799,2181,544,8098,5355,1040,2233,445,903
"Idioma extranjero (033)",2,,,,,,,,2
"Es sordomudo/a (034)",56,45,1,9,1,,,,
"Hombres (036)",10031,810,271,3842,2809,489,1040,251,519
"Quechua (037)",6,2,,2,1,1,,,
"Aymara (038)",4,,,2,,1,,,1
"Otra lengua nativa (040)",3,1,,1,1,,,,
"Castellano (041)",9984,781,270,3831,2807,487,1040,251,517
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",33,26,1,6,,,,,
"Mujeres (045)",10856,1421,276,4278,2552,553,1194,194,388
"Quechua (046)",8,1,1,5,1,,,,
"Aymara (047)",3,,1,1,,,,,1
"Ashaninca (048)",4,1,,2,1,,,,
"Otra lengua nativa (049)",2,,,,1,,1,,
"Castellano (050)",10815,1400,274,4267,2548,553,1193,194,386
"Idioma extranjero (051)",1,,,,,,,,1
"Es sordomudo/a (052)",23,19,,3,1,,,,
,,,,,,,,,
"RURAL (054)",61766,13656,1152,38885,7075,335,448,83,132
"Quechua (055)",19,3,,12,2,1,,1,
"Aymara (056)",12,5,1,4,2,,,,
"Ashaninca (057)",8,2,,5,1,,,,
"Otra lengua nativa (058)",4,2,,2,,,,,
"Castellano (059)",61367,13342,1150,38825,7060,333,444,82,131
"Es sordomudo/a (061)",356,302,1,37,10,1,4,,1
"Hombres (063)",30507,4763,597,20042,4529,196,242,58,80
"Quechua (064)",10,,,7,1,1,,1,
"Aymara (065)",4,1,1,1,1,,,,
"Ashaninca (066)",4,2,,2,,,,,
"Otra lengua nativa (067)",2,1,,1,,,,,
"Castellano (068)",30312,4613,596,20010,4521,195,241,57,79
"Es sordomudo/a (070)",175,146,,21,6,,1,,1
"Mujeres (072)",31259,8893,555,18843,2546,139,206,25,52
"Quechua (073)",9,3,,5,1,,,,
"Aymara (074)",8,4,,3,1,,,,
"Ashaninca (075)",4,,,3,1,,,,
"Otra lengua nativa (076)",2,1,,1,,,,,
"Castellano (077)",31055,8729,554,18815,2539,138,203,25,52
"Es sordomudo/a (079)",181,156,1,16,4,1,3,,
