"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CONTRALMIRANTE VILLAR",,,,,,
"Viviendas particulares (001)",4113,3977,112,22,2,
"Ocupantes presentes (002)",16623,15530,836,227,30,
"Casa independiente",,,,,,
"Viviendas particulares (004)",3996,3861,111,22,2,
"Ocupantes presentes (005)",16246,15158,831,227,30,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",6,6,,,,
"Ocupantes presentes (008)",15,15,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",15,14,1,,,
"Ocupantes presentes (011)",46,41,5,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",6,6,,,,
"Ocupantes presentes (014)",25,25,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",74,74,,,,
"Ocupantes presentes (017)",246,246,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1,1,,,,
"Ocupantes presentes (020)",1,1,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",6,6,,,,
"Ocupantes presentes (023)",21,21,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",9,9,,,,
"Ocupantes presentes (026)",23,23,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",3062,2936,105,19,2,
"Ocupantes presentes (029)",12960,11951,783,196,30,
"Casa independiente",,,,,,
"Viviendas particulares (031)",3020,2895,104,19,2,
"Ocupantes presentes (032)",12833,11829,778,196,30,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",6,6,,,,
"Ocupantes presentes (035)",15,15,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",15,14,1,,,
"Ocupantes presentes (038)",46,41,5,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",6,6,,,,
"Ocupantes presentes (041)",25,25,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1,1,,,,
"Ocupantes presentes (047)",1,1,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",5,5,,,,
"Ocupantes presentes (050)",17,17,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",9,9,,,,
"Ocupantes presentes (053)",23,23,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",1051,1041,7,3,,
"Ocupantes presentes (056)",3663,3579,53,31,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",976,966,7,3,,
"Ocupantes presentes (059)",3413,3329,53,31,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",74,74,,,,
"Ocupantes presentes (071)",246,246,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",4,4,,,,
"Otro tipo",,,,,,
