"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia LAMAS (000)",34526,17279,215,322,15187,418,34,73,33,965
"Hombres (001)",11714,8896,138,187,1614,188,27,41,33,590
"Mujeres (002)",22812,8383,77,135,13573,230,7,32,,375
"De 06 a 14 años (003)",15286,14116,,,587,235,1,13,,334
"Hombres (004)",7616,7187,,,165,120,1,7,,136
"Mujeres (005)",7670,6929,,,422,115,,6,,198
"De 15 a 29 años (006)",9155,3074,10,85,5710,,14,20,33,209
"Hombres (007)",2426,1678,8,47,487,,10,12,33,151
"Mujeres (008)",6729,1396,2,38,5223,,4,8,,58
"De 30 a 44 años (009)",4581,68,14,77,4242,,11,12,,157
"Hombres (010)",574,22,10,41,361,,10,8,,122
"Mujeres (011)",4007,46,4,36,3881,,1,4,,35
"De 45 a 64 años (012)",3344,13,67,63,3064,3,6,10,,118
"Hombres (013)",511,6,44,40,325,1,6,4,,85
"Mujeres (014)",2833,7,23,23,2739,2,,6,,33
"De 65 y más años (015)",2160,8,124,97,1584,180,2,18,,147
"Hombres (016)",587,3,76,59,276,67,,10,,96
"Mujeres (017)",1573,5,48,38,1308,113,2,8,,51
,,,,,,,,,,
"AREA URBANA (018)",17022,8680,194,223,7147,216,12,32,29,489
"Hombres (019)",6084,4327,124,117,1064,85,8,18,29,312
"Mujeres (020)",10938,4353,70,106,6083,131,4,14,,177
"De 06 a 14 años (021)",6956,6516,,,244,83,,4,,109
"Hombres (022)",3417,3243,,,81,39,,2,,52
"Mujeres (023)",3539,3273,,,163,44,,2,,57
"De 15 a 29 años (024)",4652,2108,8,59,2294,,4,7,29,143
"Hombres (025)",1528,1064,7,31,294,,2,5,29,96
"Mujeres (026)",3124,1044,1,28,2000,,2,2,,47
"De 30 a 44 años (027)",2217,43,12,55,2013,,3,7,,84
"Hombres (028)",351,13,8,24,237,,3,5,,61
"Mujeres (029)",1866,30,4,31,1776,,,2,,23
"De 45 a 64 años (030)",1778,9,64,41,1581,2,3,5,,73
"Hombres (031)",366,5,41,23,241,1,3,2,,50
"Mujeres (032)",1412,4,23,18,1340,1,,3,,23
"De 65 y más años (033)",1419,4,110,68,1015,131,2,9,,80
"Hombres (034)",422,2,68,39,211,45,,4,,53
"Mujeres (035)",997,2,42,29,804,86,2,5,,27
,,,,,,,,,,
"AREA RURAL (036)",17504,8599,21,99,8040,202,22,41,4,476
"Hombres (037)",5630,4569,14,70,550,103,19,23,4,278
"Mujeres (038)",11874,4030,7,29,7490,99,3,18,,198
"De 06 a 14 años (039)",8330,7600,,,343,152,1,9,,225
"Hombres (040)",4199,3944,,,84,81,1,5,,84
"Mujeres (041)",4131,3656,,,259,71,,4,,141
"De 15 a 29 años (042)",4503,966,2,26,3416,,10,13,4,66
"Hombres (043)",898,614,1,16,193,,8,7,4,55
"Mujeres (044)",3605,352,1,10,3223,,2,6,,11
"De 30 a 44 años (045)",2364,25,2,22,2229,,8,5,,73
"Hombres (046)",223,9,2,17,124,,7,3,,61
"Mujeres (047)",2141,16,,5,2105,,1,2,,12
"De 45 a 64 años (048)",1566,4,3,22,1483,1,3,5,,45
"Hombres (049)",145,1,3,17,84,,3,2,,35
"Mujeres (050)",1421,3,,5,1399,1,,3,,10
"De 65 y más años (051)",741,4,14,29,569,49,,9,,67
"Hombres (052)",165,1,8,20,65,22,,6,,43
"Mujeres (053)",576,3,6,9,504,27,,3,,24
