"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia PUERTO INCA (000)",10294,16,429,99,76,462,4894,287,261,3579,26,165
"Agric., ganadería, caza y silvicultura (001)",7977,,4,5,,,4890,,4,3074,,
"Pesca (002)",6,,,,,,4,,,2,,
"Explotación de minas y canteras (003)",78,,,,,,,71,,7,,
"Industrias manufactureras (004)",194,,1,3,1,,,177,2,10,,
"Suministro de electricidad, gas y agua (005)",2,,,,,,,,,2,,
"Construcción (006)",165,,3,1,3,,,5,95,58,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",442,,3,10,1,319,,34,1,74,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",41,,,2,,12,,26,1,,,
"Comercio al por mayor (009)",18,,,,,15,,,,3,,
"Comercio al por menor (010)",383,,3,8,1,292,,8,,71,,
"Hoteles y restaurantes (011)",192,,,7,,120,,,,65,,
"Trans., almac. y comunicaciones (012)",165,,1,5,6,,,,139,14,,
"Intermediación financiera (013)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",29,,7,5,1,11,,,2,3,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",177,12,14,13,51,5,,,17,39,26,
"Enseñanza (016)",355,4,347,,2,,,,,2,,
"Servicios sociales y de salud (017)",87,,46,33,3,,,,,5,,
"Otras activ. serv.comun.soc y personales (018)",54,,3,15,1,7,,,,28,,
"Hogares privados con servicio doméstico (019)",197,,,1,,,,,,196,,
"Actividad economica no especificada (021)",172,,,1,5,,,,1,,,165
"Hombres (022)",8397,13,238,68,47,192,4585,269,259,2660,26,40
"Agric., ganadería, caza y silvicultura (023)",6950,,4,5,,,4581,,4,2356,,
"Pesca (024)",5,,,,,,4,,,1,,
"Explotación de minas y canteras (025)",74,,,,,,,67,,7,,
"Industrias manufactureras (026)",178,,1,3,1,,,163,2,8,,
"Suministro de electricidad, gas y agua (027)",2,,,,,,,,,2,,
"Construcción (028)",163,,2,1,2,,,5,95,58,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",248,,2,10,1,155,,34,1,45,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",36,,,2,,7,,26,1,,,
"Comercio al por mayor (031)",14,,,,,11,,,,3,,
"Comercio al por menor (032)",198,,2,8,1,137,,8,,42,,
"Hoteles y restaurantes (033)",29,,,5,,18,,,,6,,
"Trans., almac. y comunicaciones (034)",155,,1,4,5,,,,137,8,,
"Intermediación financiera (035)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",23,,5,3,1,11,,,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",153,9,13,13,33,5,,,17,37,26,
"Enseñanza (038)",191,4,184,,1,,,,,2,,
"Servicios sociales y de salud (039)",40,,24,13,,,,,,3,,
"Otras activ. serv.comun.soc y personales (040)",24,,2,10,,3,,,,9,,
"Hogares privados con servicio doméstico (041)",117,,,,,,,,,117,,
"Actividad economica no especificada (043)",44,,,1,2,,,,1,,,40
"Mujeres (044)",1897,3,191,31,29,270,309,18,2,919,,125
"Agric., ganadería, caza y silvicultura (045)",1027,,,,,,309,,,718,,
"Pesca (046)",1,,,,,,,,,1,,
"Explotación de minas y canteras (047)",4,,,,,,,4,,,,
"Industrias manufactureras (048)",16,,,,,,,14,,2,,
"Construcción (050)",2,,1,,1,,,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",194,,1,,,164,,,,29,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",5,,,,,5,,,,,,
"Comercio al por mayor (053)",4,,,,,4,,,,,,
"Comercio al por menor (054)",185,,1,,,155,,,,29,,
"Hoteles y restaurantes (055)",163,,,2,,102,,,,59,,
"Trans., almac. y comunicaciones (056)",10,,,1,1,,,,2,6,,
"Intermediación financiera (057)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",6,,2,2,,,,,,2,,
