"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia SANTA (000)",203590,96810,8759,1729,86891,3114,78,462,51,5696
"Hombres (001)",76079,48126,6364,938,15468,1519,41,283,43,3297
"Mujeres (002)",127511,48684,2395,791,71423,1595,37,179,8,2399
"De 06 a 14 años (003)",67992,64412,,,2055,688,3,35,,799
"Hombres (004)",34262,32474,,,978,369,2,21,,418
"Mujeres (005)",33730,31938,,,1077,319,1,14,,381
"De 15 a 29 años (006)",59069,31207,80,355,25443,,25,113,50,1796
"Hombres (007)",21571,15235,32,172,5015,,14,76,42,985
"Mujeres (008)",37498,15972,48,183,20428,,11,37,8,811
"De 30 a 44 años (009)",28490,941,161,350,25774,,21,96,1,1146
"Hombres (010)",4715,334,64,183,3329,,9,66,1,729
"Mujeres (011)",23775,607,97,167,22445,,12,30,,417
"De 45 a 64 años (012)",27032,223,2392,498,22705,34,25,108,,1047
"Hombres (013)",6129,73,1530,255,3499,24,15,67,,666
"Mujeres (014)",20903,150,862,243,19206,10,10,41,,381
"De 65 y más años (015)",21007,27,6126,526,10914,2392,4,110,,908
"Hombres (016)",9402,10,4738,328,2647,1126,1,53,,499
"Mujeres (017)",11605,17,1388,198,8267,1266,3,57,,409
,,,,,,,,,,
"AREA URBANA (018)",190418,90838,8595,1605,80404,2937,74,427,50,5488
"Hombres (019)",71755,44991,6248,839,14759,1411,38,262,43,3164
"Mujeres (020)",118663,45847,2347,766,65645,1526,36,165,7,2324
"De 06 a 14 años (021)",62949,59723,,,1847,622,3,30,,724
"Hombres (022)",31628,30000,,,900,332,2,18,,376
"Mujeres (023)",31321,29723,,,947,290,1,12,,348
"De 15 a 29 años (024)",55620,29950,79,342,23322,,23,103,49,1752
"Hombres (025)",20652,14581,31,162,4802,,12,69,42,953
"Mujeres (026)",34968,15369,48,180,18520,,11,34,7,799
"De 30 a 44 años (027)",26646,924,159,326,24005,,21,91,1,1119
"Hombres (028)",4518,328,62,163,3182,,9,62,1,711
"Mujeres (029)",22128,596,97,163,20823,,12,29,,408
"De 45 a 64 años (030)",25453,216,2369,465,21223,32,24,100,,1024
"Hombres (031)",5940,72,1514,226,3381,23,14,63,,647
"Mujeres (032)",19513,144,855,239,17842,9,10,37,,377
"De 65 y más años (033)",19750,25,5988,472,10007,2283,3,103,,869
"Hombres (034)",9017,10,4641,288,2494,1056,1,50,,477
"Mujeres (035)",10733,15,1347,184,7513,1227,2,53,,392
,,,,,,,,,,
"AREA RURAL (036)",13172,5972,164,124,6487,177,4,35,1,208
"Hombres (037)",4324,3135,116,99,709,108,3,21,,133
"Mujeres (038)",8848,2837,48,25,5778,69,1,14,1,75
"De 06 a 14 años (039)",5043,4689,,,208,66,,5,,75
"Hombres (040)",2634,2474,,,78,37,,3,,42
"Mujeres (041)",2409,2215,,,130,29,,2,,33
"De 15 a 29 años (042)",3449,1257,1,13,2121,,2,10,1,44
"Hombres (043)",919,654,1,10,213,,2,7,,32
"Mujeres (044)",2530,603,,3,1908,,,3,1,12
"De 30 a 44 años (045)",1844,17,2,24,1769,,,5,,27
"Hombres (046)",197,6,2,20,147,,,4,,18
"Mujeres (047)",1647,11,,4,1622,,,1,,9
"De 45 a 64 años (048)",1579,7,23,33,1482,2,1,8,,23
"Hombres (049)",189,1,16,29,118,1,1,4,,19
"Mujeres (050)",1390,6,7,4,1364,1,,4,,4
"De 65 y más años (051)",1257,2,138,54,907,109,1,7,,39
"Hombres (052)",385,,97,40,153,70,,3,,22
"Mujeres (053)",872,2,41,14,754,39,1,4,,17
