"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia AYMARAES",,,,,,,,
"Viviendas particulares (001)",8828,7906,791,32,33,45,17,4
"Ocupantes presentes (002)",28442,25442,2682,64,77,107,52,18
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",8338,7493,747,25,26,34,9,4
"Ocupantes presentes (005)",27217,24425,2554,56,56,81,27,18
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",7,,3,4,,,,
"Ocupantes presentes (008)",17,,13,4,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",14,,4,1,1,,8,
"Ocupantes presentes (011)",44,,14,1,4,,25,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",127,73,35,2,6,11,,
"Ocupantes presentes (014)",372,227,99,3,17,26,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",336,336,,,,,,
"Ocupantes presentes (017)",784,784,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",3,3,,,,,,
"Ocupantes presentes (020)",5,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",3,1,2,,,,,
"Ocupantes presentes (023)",3,1,2,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",3858,3146,603,32,29,37,10,1
"Ocupantes presentes (029)",12555,10292,2018,64,65,84,29,3
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",3705,3069,560,25,22,26,2,1
"Ocupantes presentes (032)",12115,10059,1891,56,44,58,4,3
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",7,,3,4,,,,
"Ocupantes presentes (035)",17,,13,4,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",14,,4,1,1,,8,
"Ocupantes presentes (038)",44,,14,1,4,,25,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",127,73,35,2,6,11,,
"Ocupantes presentes (041)",372,227,99,3,17,26,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",3,3,,,,,,
"Ocupantes presentes (047)",5,5,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",2,1,1,,,,,
"Ocupantes presentes (050)",2,1,1,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",4970,4760,188,,4,8,7,3
"Ocupantes presentes (056)",15887,15150,664,,12,23,23,15
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",4633,4424,187,,4,8,7,3
"Ocupantes presentes (059)",15102,14366,663,,12,23,23,15
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",336,336,,,,,,
"Ocupantes presentes (071)",784,784,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,
"Ocupantes presentes (077)",1,,1,,,,,
"Otro tipo",,,,,,,,
