"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia RECUAY (000)",18084,2741,486,6720,5233,901,939,437,627
"Quechua (001)",6587,1614,118,3092,1253,163,161,58,128
"Aymara (002)",13,2,1,9,1,,,,
"Ashaninca (003)",1,,,1,,,,,
"Otra lengua nativa (004)",1,1,,,,,,,
"Castellano (005)",11450,1100,365,3616,3975,738,778,379,499
"Idioma extranjero (006)",4,,,,4,,,,
"Es sordomudo/a (007)",28,24,2,2,,,,,
"Hombres (009)",8831,831,257,3148,2959,490,480,281,385
"Quechua (010)",2949,321,58,1416,814,104,101,40,95
"Aymara (011)",7,1,,5,1,,,,
"Castellano (014)",5859,498,198,1726,2141,386,379,241,290
"Idioma extranjero (015)",3,,,,3,,,,
"Es sordomudo/a (016)",13,11,1,1,,,,,
"Mujeres (018)",9253,1910,229,3572,2274,411,459,156,242
"Quechua (019)",3638,1293,60,1676,439,59,60,18,33
"Aymara (020)",6,1,1,4,,,,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",1,1,,,,,,,
"Castellano (023)",5591,602,167,1890,1834,352,399,138,209
"Idioma extranjero (024)",1,,,,1,,,,
"Es sordomudo/a (025)",15,13,1,1,,,,,
,,,,,,,,,
"URBANA (027)",10288,1328,292,3551,3017,572,721,343,464
"Quechua (028)",3177,699,53,1472,652,82,103,36,80
"Aymara (029)",10,,1,8,1,,,,
"Ashaninca (030)",1,,,1,,,,,
"Castellano (032)",7084,620,236,2069,2360,490,618,307,384
"Idioma extranjero (033)",4,,,,4,,,,
"Es sordomudo/a (034)",12,9,2,1,,,,,
"Hombres (036)",4932,398,159,1589,1669,290,343,219,265
"Quechua (037)",1371,111,27,614,424,54,64,25,52
"Aymara (038)",5,,,4,1,,,,
"Castellano (041)",3548,283,131,971,1241,236,279,194,213
"Idioma extranjero (042)",3,,,,3,,,,
"Es sordomudo/a (043)",5,4,1,,,,,,
"Mujeres (045)",5356,930,133,1962,1348,282,378,124,199
"Quechua (046)",1806,588,26,858,228,28,39,11,28
"Aymara (047)",5,,1,4,,,,,
"Ashaninca (048)",1,,,1,,,,,
"Castellano (050)",3536,337,105,1098,1119,254,339,113,171
"Idioma extranjero (051)",1,,,,1,,,,
"Es sordomudo/a (052)",7,5,1,1,,,,,
,,,,,,,,,
"RURAL (054)",7796,1413,194,3169,2216,329,218,94,163
"Quechua (055)",3410,915,65,1620,601,81,58,22,48
"Aymara (056)",3,2,,1,,,,,
"Otra lengua nativa (058)",1,1,,,,,,,
"Castellano (059)",4366,480,129,1547,1615,248,160,72,115
"Es sordomudo/a (061)",16,15,,1,,,,,
"Hombres (063)",3899,433,98,1559,1290,200,137,62,120
"Quechua (064)",1578,210,31,802,390,50,37,15,43
"Aymara (065)",2,1,,1,,,,,
"Castellano (068)",2311,215,67,755,900,150,100,47,77
"Es sordomudo/a (070)",8,7,,1,,,,,
"Mujeres (072)",3897,980,96,1610,926,129,81,32,43
"Quechua (073)",1832,705,34,818,211,31,21,7,5
"Aymara (074)",1,1,,,,,,,
"Otra lengua nativa (076)",1,1,,,,,,,
"Castellano (077)",2055,265,62,792,715,98,60,25,38
"Es sordomudo/a (079)",8,8,,,,,,,
