"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANTA (000)",48362,13218,12697,9745,8193,4509
"Hombres (001)",24282,6880,6522,4738,4078,2064
"Mujeres (002)",24080,6338,6175,5007,4115,2445
"PEA (003)",17200,371,4878,5722,4669,1560
"Hombres (004)",12604,260,3401,4216,3524,1203
"Mujeres (005)",4596,111,1477,1506,1145,357
"Ocupada (006)",16657,364,4623,5546,4586,1538
"Hombres (007)",12217,256,3233,4084,3457,1187
"Mujeres (008)",4440,108,1390,1462,1129,351
"Desocupada (009)",543,7,255,176,83,22
"Hombres (010)",387,4,168,132,67,16
"Mujeres (011)",156,3,87,44,16,6
"No PEA (012)",31162,12847,7819,4023,3524,2949
"Hombres (013)",11678,6620,3121,522,554,861
"Mujeres (014)",19484,6227,4698,3501,2970,2088
,,,,,,
"URBANA (018)",17188,4569,4684,3636,2754,1545
"Hombres (019)",8472,2343,2357,1719,1367,686
"Mujeres (020)",8716,2226,2327,1917,1387,859
"PEA (021)",6602,175,1907,2330,1692,498
"Hombres (022)",4279,120,1177,1497,1147,338
"Mujeres (023)",2323,55,730,833,545,160
"Ocupada (024)",6326,171,1794,2234,1644,483
"Hombres (025)",4090,117,1105,1430,1111,327
"Mujeres (026)",2236,54,689,804,533,156
"Desocupada (027)",276,4,113,96,48,15
"Hombres (028)",189,3,72,67,36,11
"Mujeres (029)",87,1,41,29,12,4
"No PEA (030)",10586,4394,2777,1306,1062,1047
"Hombres (031)",4193,2223,1180,222,220,348
"Mujeres (032)",6393,2171,1597,1084,842,699
,,,,,,
"RURAL (036)",31174,8649,8013,6109,5439,2964
"Hombres (037)",15810,4537,4165,3019,2711,1378
"Mujeres (038)",15364,4112,3848,3090,2728,1586
"PEA (039)",10598,196,2971,3392,2977,1062
"Hombres (040)",8325,140,2224,2719,2377,865
"Mujeres (041)",2273,56,747,673,600,197
"Ocupada (042)",10331,193,2829,3312,2942,1055
"Hombres (043)",8127,139,2128,2654,2346,860
"Mujeres (044)",2204,54,701,658,596,195
"Desocupada (045)",267,3,142,80,35,7
"Hombres (046)",198,1,96,65,31,5
"Mujeres (047)",69,2,46,15,4,2
"No PEA (048)",20576,8453,5042,2717,2462,1902
"Hombres (049)",7485,4397,1941,300,334,513
"Mujeres (050)",13091,4056,3101,2417,2128,1389
