"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AYABACA (000)",37404,983,12568,11172,9088,3593
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",41,,4,11,26,
"Profes., científicos e intelectuales (002)",1632,,351,892,383,6
"Técnicos de nivel medio y trab.asimilados (003)",374,2,148,158,60,6
"Jefes y empleados de oficina (004)",381,,121,166,91,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1619,20,430,601,469,99
"Agricult.trabaj. calif. agrop. y pesqueros (006)",19110,100,3962,6072,6063,2913
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",805,13,293,258,189,52
"Obreros construc., conf., papel, fab., instr. (008)",763,2,268,292,182,19
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",9793,739,5631,1956,1158,309
"Otra (010)",88,,17,58,13,
"Ocupación no especificada (011)",1162,4,442,326,271,119
"Desocupado (012)",1636,103,901,382,183,67
"Hombres (013)",32252,814,10874,9433,7862,3269
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",32,,2,9,21,
"Profes., científicos e intelectuales (015)",742,,126,406,207,3
"Técnicos de nivel medio y trab.asimilados (016)",231,2,87,85,51,6
"Jefes y empleados de oficina (017)",198,,47,85,64,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",781,10,188,291,235,57
"Agricult.trabaj. calif. agrop. y pesqueros (019)",18576,93,3864,5963,5858,2798
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",613,8,240,200,128,37
"Obreros construc., conf., papel, fab., instr. (021)",752,2,263,289,180,18
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",8477,620,5098,1631,873,255
"Otra (023)",85,,15,57,13,
"Ocupación no especificada (024)",404,2,226,82,66,28
"Desocupado (025)",1361,77,718,335,166,65
"Mujeres (026)",5152,169,1694,1739,1226,324
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",9,,2,2,5,
"Profes., científicos e intelectuales (028)",890,,225,486,176,3
"Técnicos de nivel medio y trab.asimilados (029)",143,,61,73,9,
"Jefes y empleados de oficina (030)",183,,74,81,27,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",838,10,242,310,234,42
"Agricult.trabaj. calif. agrop. y pesqueros (032)",534,7,98,109,205,115
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",192,5,53,58,61,15
