"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CORONGO (000)",6252,1052,1006,1025,1009,779,1381
"Conviviente (001)",1723,30,250,529,461,246,207
"Separado(a) (002)",138,2,20,34,29,22,31
"Casado(a) (003)",1766,2,25,220,383,393,743
"Viudo(a) (004)",350,1,,4,18,39,288
"Divorciado(a) (005)",25,,,2,3,5,15
"Soltero(a) (006)",2250,1017,711,236,115,74,97
"Hombres (008)",3195,551,546,523,513,393,669
"Conviviente (009)",856,11,90,262,241,135,117
"Separado(a) (010)",48,2,5,7,12,9,13
"Casado(a) (011)",903,2,5,103,193,197,403
"Viudo(a) (012)",87,,,2,3,5,77
"Divorciado(a) (013)",14,,,,1,3,10
"Soltero(a) (014)",1287,536,446,149,63,44,49
"Mujeres (016)",3057,501,460,502,496,386,712
"Conviviente (017)",867,19,160,267,220,111,90
"Separado(a) (018)",90,,15,27,17,13,18
"Casado(a) (019)",863,,20,117,190,196,340
"Viudo(a) (020)",263,1,,2,15,34,211
"Divorciado(a) (021)",11,,,2,2,2,5
"Soltero(a) (022)",963,481,265,87,52,30,48
,,,,,,,
"URBANA (024)",3207,473,451,517,527,422,817
"Conviviente (025)",761,14,106,238,199,103,101
"Separado(a) (026)",86,2,8,22,17,16,21
"Casado(a) (027)",1077,1,9,124,245,242,456
"Viudo(a) (028)",180,1,,2,6,13,158
"Divorciado(a) (029)",22,,,2,3,4,13
"Soltero(a) (030)",1081,455,328,129,57,44,68
"Hombres (032)",1637,252,242,271,276,208,388
"Conviviente (033)",374,5,34,124,107,52,52
"Separado(a) (034)",32,2,3,4,8,7,8
"Casado(a) (035)",549,1,2,57,125,119,245
"Viudo(a) (036)",42,,,1,1,2,38
"Divorciado(a) (037)",12,,,,1,2,9
"Soltero(a) (038)",628,244,203,85,34,26,36
"Mujeres (040)",1570,221,209,246,251,214,429
"Conviviente (041)",387,9,72,114,92,51,49
"Separado(a) (042)",54,,5,18,9,9,13
"Casado(a) (043)",528,,7,67,120,123,211
"Viudo(a) (044)",138,1,,1,5,11,120
"Divorciado(a) (045)",10,,,2,2,2,4
"Soltero(a) (046)",453,211,125,44,23,18,32
,,,,,,,
"RURAL (048)",3045,579,555,508,482,357,564
"Conviviente (049)",962,16,144,291,262,143,106
"Separado(a) (050)",52,,12,12,12,6,10
"Casado(a) (051)",689,1,16,96,138,151,287
"Viudo(a) (052)",170,,,2,12,26,130
"Divorciado(a) (053)",3,,,,,1,2
"Soltero(a) (054)",1169,562,383,107,58,30,29
"Hombres (056)",1558,299,304,252,237,185,281
"Conviviente (057)",482,6,56,138,134,83,65
"Separado(a) (058)",16,,2,3,4,2,5
"Casado(a) (059)",354,1,3,46,68,78,158
"Viudo(a) (060)",45,,,1,2,3,39
"Divorciado(a) (061)",2,,,,,1,1
"Soltero(a) (062)",659,292,243,64,29,18,13
"Mujeres (064)",1487,280,251,256,245,172,283
"Conviviente (065)",480,10,88,153,128,60,41
"Separado(a) (066)",36,,10,9,8,4,5
"Casado(a) (067)",335,,13,50,70,73,129
"Viudo(a) (068)",125,,,1,10,23,91
"Divorciado(a) (069)",1,,,,,,1
"Soltero(a) (070)",510,270,140,43,29,12,16
