"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANCANE (000)",61999,14070,15452,11298,12161,9018
"Hombres (001)",29900,7161,7695,5299,5624,4121
"Mujeres (002)",32099,6909,7757,5999,6537,4897
"PEA (003)",24228,411,5930,6996,7242,3649
"Hombres (004)",14255,209,3359,4156,4331,2200
"Mujeres (005)",9973,202,2571,2840,2911,1449
"Ocupada (006)",23192,393,5397,6691,7110,3601
"Hombres (007)",13463,201,2990,3900,4213,2159
"Mujeres (008)",9729,192,2407,2791,2897,1442
"Desocupada (009)",1036,18,533,305,132,48
"Hombres (010)",792,8,369,256,118,41
"Mujeres (011)",244,10,164,49,14,7
"No PEA (012)",37771,13659,9522,4302,4919,5369
"Hombres (013)",15645,6952,4336,1143,1293,1921
"Mujeres (014)",22126,6707,5186,3159,3626,3448
,,,,,,
"URBANA (018)",12353,2665,3810,2761,2111,1006
"Hombres (019)",6196,1388,1921,1315,1057,515
"Mujeres (020)",6157,1277,1889,1446,1054,491
"PEA (021)",5150,107,1460,1829,1354,400
"Hombres (022)",2978,57,814,1045,809,253
"Mujeres (023)",2172,50,646,784,545,147
"Ocupada (024)",4735,98,1241,1708,1302,386
"Hombres (025)",2689,52,670,957,767,243
"Mujeres (026)",2046,46,571,751,535,143
"Desocupada (027)",415,9,219,121,52,14
"Hombres (028)",289,5,144,88,42,10
"Mujeres (029)",126,4,75,33,10,4
"No PEA (030)",7203,2558,2350,932,757,606
"Hombres (031)",3218,1331,1107,270,248,262
"Mujeres (032)",3985,1227,1243,662,509,344
,,,,,,
"RURAL (036)",49646,11405,11642,8537,10050,8012
"Hombres (037)",23704,5773,5774,3984,4567,3606
"Mujeres (038)",25942,5632,5868,4553,5483,4406
"PEA (039)",19078,304,4470,5167,5888,3249
"Hombres (040)",11277,152,2545,3111,3522,1947
"Mujeres (041)",7801,152,1925,2056,2366,1302
"Ocupada (042)",18457,295,4156,4983,5808,3215
"Hombres (043)",10774,149,2320,2943,3446,1916
"Mujeres (044)",7683,146,1836,2040,2362,1299
"Desocupada (045)",621,9,314,184,80,34
"Hombres (046)",503,3,225,168,76,31
"Mujeres (047)",118,6,89,16,4,3
"No PEA (048)",30568,11101,7172,3370,4162,4763
"Hombres (049)",12427,5621,3229,873,1045,1659
"Mujeres (050)",18141,5480,3943,2497,3117,3104
