"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL CACERES (000)",47263,10832,5436,1969,29174
"Quechua (001)",160,21,8,8,123
"Aymara (002)",12,7,1,5,2
"Asháninka (003)",4,3,1,1,
"Otra lengua nativa (004)",14,1,2,2,9
"Castellano (005)",47001,10776,5417,1953,28999
"Idioma Extranjero (006)",4,,1,,3
"Es Sordomudo/a (007)",68,24,6,,38
"Hombres (009)",25133,5401,2698,1219,15927
"Quechua (010)",82,11,4,7,60
"Aymara (011)",8,4,,3,2
"Asháninka (012)",2,2,,,
"Otra lengua nativa (013)",6,,,2,4
"Castellano (014)",24994,5370,2688,1207,15840
"Idioma Extranjero (015)",2,,1,,1
"Es Sordomudo/a (016)",39,14,5,,20
"Mujeres (018)",22130,5431,2738,750,13247
"Quechua (019)",78,10,4,1,63
"Aymara (020)",4,3,1,2,
"Asháninka (021)",2,1,1,1,
"Otra lengua nativa (022)",8,1,2,,5
"Castellano (023)",22007,5406,2729,746,13159
"Idioma Extranjero (024)",2,,,,2
"Es Sordomudo/a (025)",29,10,1,,18
,,,,,
"URBANA (027)",29526,4742,4817,1691,18412
"Quechua (028)",98,11,8,8,71
"Aymara (029)",6,2,1,3,1
"Asháninka (030)",2,1,1,1,
"Otra lengua nativa (031)",14,1,2,2,9
"Castellano (032)",29366,4718,4799,1677,18306
"Idioma Extranjero (033)",4,,1,,3
"Es Sordomudo/a (034)",36,9,5,,22
"Hombres (036)",15119,2303,2382,1051,9487
"Quechua (037)",51,6,4,7,34
"Aymara (038)",4,1,,2,1
"Otra lengua nativa (040)",6,,,2,4
"Castellano (041)",15034,2292,2373,1040,9433
"Idioma Extranjero (042)",2,,1,,1
"Es Sordomudo/a (043)",22,4,4,,14
"Mujeres (045)",14407,2439,2435,640,8925
"Quechua (046)",47,5,4,1,37
"Aymara (047)",2,1,1,1,
"Asháninka (048)",2,1,1,1,
"Otra lengua nativa (049)",8,1,2,,5
"Castellano (050)",14332,2426,2426,637,8873
"Idioma Extranjero (051)",2,,,,2
"Es Sordomudo/a (052)",14,5,1,,8
,,,,,
"RURAL (054)",17737,6090,619,278,10762
"Quechua (055)",62,10,,,52
"Aymara (056)",6,5,,2,1
"Asháninka (057)",2,2,,,
"Castellano (059)",17635,6058,618,276,10693
"Es Sordomudo/a (061)",32,15,1,,16
"Hombres (063)",10014,3098,316,168,6440
"Quechua (064)",31,5,,,26
"Aymara (065)",4,3,,1,1
"Asháninka (066)",2,2,,,
"Castellano (068)",9960,3078,315,167,6407
"Es Sordomudo/a (070)",17,10,1,,6
"Mujeres (072)",7723,2992,303,110,4322
"Quechua (073)",31,5,,,26
"Aymara (074)",2,2,,1,
"Castellano (077)",7675,2980,303,109,4286
"Es Sordomudo/a (079)",15,5,,,10
