"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia LAMAS (000)",33315,2082,4761,16544,1064,7271,944,649
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",51,51,,,,,,
"Profes., científicos e intelectuales (002)",957,896,,51,7,3,,
"Técnicos de nivel medio y trab. asimilados (003)",291,187,,76,12,16,,
"Jefes y empleados de oficina (004)",409,408,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1708,200,21,1187,36,264,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14578,2,1,13632,943,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",560,,134,374,23,29,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1022,71,363,545,23,20,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",12393,158,4146,306,5,6834,944,
"Otra (010)",42,42,,,,,,
"Ocupaciñn no especificada (011)",655,67,96,372,15,105,,
"Desocupado (012)",649,,,,,,,649
"Hombres (013)",24143,1173,3876,13836,960,3800,35,463
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",43,43,,,,,,
"Profes., científicos e intelectuales (015)",527,484,,38,3,2,,
"Técnicos de nivel medio y trab. asimilados (016)",200,115,,61,11,13,,
"Jefes y empleados de oficina (017)",206,205,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",733,99,8,556,19,51,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",13090,1,1,12210,878,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",438,,124,279,20,15,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1007,70,361,536,22,18,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",7254,89,3350,90,2,3688,35,
"Otra (023)",42,42,,,,,,
"Ocupaciñn no especificada (024)",140,25,32,65,5,13,,
"Desocupado (025)",463,,,,,,,463
"Mujeres (026)",9172,909,885,2708,104,3471,909,186
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",8,8,,,,,,
"Profes., científicos e intelectuales (028)",430,412,,13,4,1,,
"Técnicos de nivel medio y trab. asimilados (029)",91,72,,15,1,3,,
"Jefes y empleados de oficina (030)",203,203,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",975,101,13,631,17,213,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1488,1,,1422,65,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",122,,10,95,3,14,,
"Obreros construc.,conf.,papel, fab., instr. (034)",15,1,2,9,1,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",5139,69,796,216,3,3146,909,
"Ocupaciñn no especificada (037)",515,42,64,307,10,92,,
"Desocupado (038)",186,,,,,,,186
,,,,,,,,
"URBANA (039)",16257,1900,2146,8011,313,2687,783,417
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",49,49,,,,,,
"Profes., científicos e intelectuales (041)",842,787,,45,7,3,,
"Técnicos de nivel medio y trab. asimilados (042)",263,174,,71,11,7,,
"Jefes y empleados de oficina (043)",393,392,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1476,180,20,1008,33,235,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",5734,2,1,5529,202,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",507,,116,346,22,23,,
"Obreros construc.,conf.,papel, fab., instr. (047)",905,67,328,473,21,16,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",5145,144,1609,279,4,2326,783,
"Otra (049)",42,42,,,,,,
"Ocupaciñn no especificada (050)",484,63,72,259,13,77,,
"Desocupado (051)",417,,,,,,,417
"Hombres (052)",11000,1074,1760,6244,261,1336,21,304
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",41,41,,,,,,
"Profes., científicos e intelectuales (054)",466,428,,33,3,2,,
"Técnicos de nivel medio y trab. asimilados (055)",177,106,,57,10,4,,
"Jefes y empleados de oficina (056)",195,194,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",629,89,8,467,17,48,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",5035,1,1,4846,187,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",392,,106,254,19,13,,
"Obreros construc.,conf.,papel, fab., instr. (060)",893,66,327,464,20,16,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",2715,83,1291,76,1,1243,21,
"Otra (062)",42,42,,,,,,
"Ocupaciñn no especificada (063)",111,24,27,46,4,10,,
"Desocupado (064)",304,,,,,,,304
"Mujeres (065)",5257,826,386,1767,52,1351,762,113
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",8,8,,,,,,
"Profes., científicos e intelectuales (067)",376,359,,12,4,1,,
"Técnicos de nivel medio y trab. asimilados (068)",86,68,,14,1,3,,
"Jefes y empleados de oficina (069)",198,198,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",847,91,12,541,16,187,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",699,1,,683,15,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",115,,10,92,3,10,,
"Obreros construc.,conf.,papel, fab., instr. (073)",12,1,1,9,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",2430,61,318,203,3,1083,762,
"Ocupaciñn no especificada (076)",373,39,45,213,9,67,,
"Desocupado (077)",113,,,,,,,113
,,,,,,,,
"RURAL (078)",17058,182,2615,8533,751,4584,161,232
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",2,2,,,,,,
"Profes., científicos e intelectuales (080)",115,109,,6,,,,
"Técnicos de nivel medio y trab. asimilados (081)",28,13,,5,1,9,,
"Jefes y empleados de oficina (082)",16,16,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",232,20,1,179,3,29,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",8844,,,8103,741,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",53,,18,28,1,6,,
"Obreros construc.,conf.,papel, fab., instr. (086)",117,4,35,72,2,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",7248,14,2537,27,1,4508,161,
"Ocupaciñn no especificada (089)",171,4,24,113,2,28,,
"Desocupado (090)",232,,,,,,,232
"Hombres (091)",13143,99,2116,7592,699,2464,14,159
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,2,,,,,,
"Profes., científicos e intelectuales (093)",61,56,,5,,,,
"Técnicos de nivel medio y trab. asimilados (094)",23,9,,4,1,9,,
"Jefes y empleados de oficina (095)",11,11,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",104,10,,89,2,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",8055,,,7364,691,,,
