"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia MARISCAL NIETO (000)",58907,6491,10840,12919,11013,7484,10160
"Católica (001)",50926,5512,9173,11176,9579,6579,8907
"Cristiana/Evangélica (002)",3370,416,643,698,663,400,550
"Otra (003)",2977,375,592,622,482,376,530
"Ninguna (004)",1634,188,432,423,289,129,173
"Hombres (006)",30022,3226,5483,6545,5519,3844,5405
"Católica (007)",25987,2759,4620,5631,4814,3369,4794
"Cristiana/Evangélica (008)",1594,192,306,337,298,214,247
"Otra (009)",1426,163,291,304,220,176,272
"Ninguna (010)",1015,112,266,273,187,85,92
"Mujeres (012)",28885,3265,5357,6374,5494,3640,4755
"Católica (013)",24939,2753,4553,5545,4765,3210,4113
"Cristiana/Evangélica (014)",1776,224,337,361,365,186,303
"Otra (015)",1551,212,301,318,262,200,258
"Ninguna (016)",619,76,166,150,102,44,81
,,,,,,,
"URBANA (018)",50512,5770,9519,11112,9541,6326,8244
"Católica (019)",43424,4870,8008,9566,8273,5533,7174
"Cristiana/Evangélica (020)",2965,388,579,612,583,345,458
"Otra (021)",2677,345,546,557,432,332,465
"Ninguna (022)",1446,167,386,377,253,116,147
"Hombres (024)",25221,2846,4719,5458,4664,3177,4357
"Católica (025)",21695,2417,3945,4673,4054,2770,3836
"Cristiana/Evangélica (026)",1366,183,270,282,255,178,198
"Otra (027)",1260,150,264,264,190,152,240
"Ninguna (028)",900,96,240,239,165,77,83
"Mujeres (030)",25291,2924,4800,5654,4877,3149,3887
"Católica (031)",21729,2453,4063,4893,4219,2763,3338
"Cristiana/Evangélica (032)",1599,205,309,330,328,167,260
"Otra (033)",1417,195,282,293,242,180,225
"Ninguna (034)",546,71,146,138,88,39,64
,,,,,,,
"RURAL (036)",8395,721,1321,1807,1472,1158,1916
"Católica (037)",7502,642,1165,1610,1306,1046,1733
"Cristiana/Evangélica (038)",405,28,64,86,80,55,92
"Otra (039)",300,30,46,65,50,44,65
"Ninguna (040)",188,21,46,46,36,13,26
"Hombres (042)",4801,380,764,1087,855,667,1048
"Católica (043)",4292,342,675,958,760,599,958
"Cristiana/Evangélica (044)",228,9,36,55,43,36,49
"Otra (045)",166,13,27,40,30,24,32
"Ninguna (046)",115,16,26,34,22,8,9
"Mujeres (048)",3594,341,557,720,617,491,868
"Católica (049)",3210,300,490,652,546,447,775
"Cristiana/Evangélica (050)",177,19,28,31,37,19,43
"Otra (051)",134,17,19,25,20,20,33
"Ninguna (052)",73,5,20,12,14,5,17
