"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUANTA",,,,,,
"Viviendas particulares (001)",22713,22289,358,59,7,
"Ocupantes presentes (002)",92450,88764,2886,705,95,
"Casa independiente",,,,,,
"Viviendas particulares (004)",21060,20677,325,51,7,
"Ocupantes presentes (005)",86245,82916,2614,620,95,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",30,27,3,,,
"Ocupantes presentes (008)",123,97,26,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",113,93,14,6,,
"Ocupantes presentes (011)",522,335,119,68,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",87,83,3,1,,
"Ocupantes presentes (014)",361,321,31,9,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1343,1330,12,1,,
"Ocupantes presentes (017)",4877,4782,87,8,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",55,54,1,,,
"Ocupantes presentes (020)",220,211,9,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",21,21,,,,
"Ocupantes presentes (023)",92,92,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",4,4,,,,
"Ocupantes presentes (026)",10,10,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",9802,9399,340,56,7,
"Ocupantes presentes (029)",42123,38590,2760,678,95,
"Casa independiente",,,,,,
"Viviendas particulares (031)",9508,9133,319,49,7,
"Ocupantes presentes (032)",40866,37595,2575,601,95,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",30,27,3,,,
"Ocupantes presentes (035)",123,97,26,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",113,93,14,6,,
"Ocupantes presentes (038)",522,335,119,68,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",87,83,3,1,,
"Ocupantes presentes (041)",361,321,31,9,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",55,54,1,,,
"Ocupantes presentes (047)",220,211,9,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",9,9,,,,
"Ocupantes presentes (050)",31,31,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",12911,12890,18,3,,
"Ocupantes presentes (056)",50327,50174,126,27,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",11552,11544,6,2,,
"Ocupantes presentes (059)",45379,45321,39,19,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1343,1330,12,1,,
"Ocupantes presentes (071)",4877,4782,87,8,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",12,12,,,,
"Ocupantes presentes (077)",61,61,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",4,4,,,,
"Ocupantes presentes (080)",10,10,,,,
