"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia NAZCA",,,,,,,,,
"Hogares (001)",15726,809,362,214,166,103,68,77,13927
"Ocupantes presentes (002)",55899,2488,1053,643,609,403,295,365,50043
"Casa independiente",,,,,,,,,
"Hogares (004)",14265,753,329,196,157,97,65,69,12599
"Ocupantes presentes (005)",51819,2386,988,599,580,389,291,331,46255
"Departamento en edificio",,,,,,,,,
"Hogares (007)",118,3,,3,,,,,112
"Ocupantes presentes (008)",361,4,,7,,,,,350
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",255,20,11,4,1,2,,3,214
"Ocupantes presentes (011)",661,41,21,8,4,4,,8,575
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",186,7,4,3,1,,1,2,168
"Ocupantes presentes (014)",509,22,9,8,4,,1,8,457
"Choza o cabaña",,,,,,,,,
"Hogares (016)",355,4,5,5,3,1,,1,336
"Ocupantes presentes (017)",1155,4,12,14,6,1,,10,1108
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",391,22,11,2,3,3,2,,348
"Ocupantes presentes (020)",1005,31,19,4,13,9,3,,926
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",32,,,,,,,,32
"Ocupantes presentes (023)",84,,,,,,,,84
"Otro tipo",,,,,,,,,
"Hogares (025)",124,,2,1,1,,,2,118
"Ocupantes presentes (026)",305,,4,3,2,,,8,288
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",13660,740,328,185,155,92,62,74,12024
"Ocupantes presentes (029)",48937,2290,953,552,570,360,266,347,43599
"Casa independiente",,,,,,,,,
"Hogares (031)",12556,688,300,172,149,87,59,67,11034
"Ocupantes presentes (032)",46021,2192,900,522,547,347,262,323,40928
"Departamento en edificio",,,,,,,,,
"Hogares (034)",118,3,,3,,,,,112
"Ocupantes presentes (035)",361,4,,7,,,,,350
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",255,20,11,4,1,2,,3,214
"Ocupantes presentes (038)",661,41,21,8,4,4,,8,575
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",186,7,4,3,1,,1,2,168
"Ocupantes presentes (041)",509,22,9,8,4,,1,8,457
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",391,22,11,2,3,3,2,,348
"Ocupantes presentes (047)",1005,31,19,4,13,9,3,,926
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",31,,,,,,,,31
"Ocupantes presentes (050)",78,,,,,,,,78
"Otro tipo",,,,,,,,,
"Hogares (052)",123,,2,1,1,,,2,117
"Ocupantes presentes (053)",302,,4,3,2,,,8,285
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",2066,69,34,29,11,11,6,3,1903
"Ocupantes presentes (056)",6962,198,100,91,39,43,29,18,6444
"Casa independiente",,,,,,,,,
"Hogares (058)",1709,65,29,24,8,10,6,2,1565
"Ocupantes presentes (059)",5798,194,88,77,33,42,29,8,5327
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",355,4,5,5,3,1,,1,336
"Ocupantes presentes (071)",1155,4,12,14,6,1,,10,1108
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",6,,,,,,,,6
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",3,,,,,,,,3
