"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CONDORCANQUI (000)",42662,1550,20497,10668,6178,3237,532
"Jefe o Jefa (001)",8720,,32,2764,3470,2105,349
"Esposa(o) / compañera(o) (002)",6134,,29,2968,2206,867,64
"Hijo(a) / hijastro(a) (003)",22641,1270,17774,3431,150,16,
"Yerno / nuera (004)",316,,7,249,54,6,
"Nieto(a) (005)",1384,158,1089,131,6,,
"Padres / suegros (006)",199,,,,13,108,78
"Otro(a) pariente (007)",2797,115,1457,877,203,111,34
"Trabajador(a) del hogar (008)",59,,11,44,4,,
"Pensionistas (009)",17,,2,10,4,1,
"Otro(a) no pariente (010)",395,7,96,194,68,23,7
"Hombres (011)",21219,802,10226,4912,3238,1771,270
"Jefe o Jefa (012)",6932,,20,2152,2880,1651,229
"Esposa(o) / compañera(o) (013)",131,,8,58,44,20,1
"Hijo(a) / hijastro(a) (014)",11521,655,8881,1884,93,8,
"Yerno / nuera (015)",195,,3,147,41,4,
"Nieto(a) (016)",674,81,531,60,2,,
"Padres / suegros (017)",54,,,,3,26,25
"Otro(a) pariente (018)",1462,63,729,495,119,46,10
"Trabajador(a) del hogar (019)",11,,4,5,2,,
"Pensionistas (020)",13,,1,8,3,1,
"Otro(a) no pariente (021)",226,3,49,103,51,15,5
"Mujeres (022)",21443,748,10271,5756,2940,1466,262
"Jefe o Jefa (023)",1788,,12,612,590,454,120
"Esposa(o) / compañera(o) (024)",6003,,21,2910,2162,847,63
"Hijo(a) / hijastro(a) (025)",11120,615,8893,1547,57,8,
"Yerno / nuera (026)",121,,4,102,13,2,
"Nieto(a) (027)",710,77,558,71,4,,
"Padres / suegros (028)",145,,,,10,82,53
"Otro(a) pariente (029)",1335,52,728,382,84,65,24
"Trabajador(a) del hogar (030)",48,,7,39,2,,
"Pensionistas (031)",4,,1,2,1,,
"Otro(a) no pariente (032)",169,4,47,91,17,8,2
,,,,,,,
"URBANA (033)",6124,167,2711,1682,956,545,63
"Jefe o Jefa (034)",1273,,12,327,533,363,38
"Esposa(o) / compañera(o) (035)",739,,3,303,293,136,4
"Hijo(a) / hijastro(a) (036)",2805,122,2056,595,31,1,
"Yerno / nuera (037)",56,,,35,20,1,
"Nieto(a) (038)",279,25,224,29,1,,
"Padres / suegros (039)",25,,,,,13,12
"Otro(a) pariente (040)",721,20,369,262,43,21,6
"Trabajador(a) del hogar (041)",42,,10,31,1,,
"Pensionistas (042)",9,,2,5,2,,
"Otro(a) no pariente (043)",175,,35,95,32,10,3
"Hombres (044)",3001,86,1305,780,488,310,32
"Jefe o Jefa (045)",913,,9,212,393,277,22
"Esposa(o) / compañera(o) (046)",44,,1,16,19,8,
"Hijo(a) / hijastro(a) (047)",1403,63,987,336,16,1,
"Yerno / nuera (048)",26,,,9,16,1,
"Nieto(a) (049)",128,11,104,12,1,,
"Padres / suegros (050)",12,,,,,6,6
"Otro(a) pariente (051)",361,12,180,137,19,11,2
"Trabajador(a) del hogar (052)",8,,4,4,,,
"Pensionistas (053)",6,,1,4,1,,
"Otro(a) no pariente (054)",100,,19,50,23,6,2
"Mujeres (055)",3123,81,1406,902,468,235,31
"Jefe o Jefa (056)",360,,3,115,140,86,16
"Esposa(o) / compañera(o) (057)",695,,2,287,274,128,4
"Hijo(a) / hijastro(a) (058)",1402,59,1069,259,15,,
"Yerno / nuera (059)",30,,,26,4,,
"Nieto(a) (060)",151,14,120,17,,,
"Padres / suegros (061)",13,,,,,7,6
"Otro(a) pariente (062)",360,8,189,125,24,10,4
"Trabajador(a) del hogar (063)",34,,6,27,1,,
"Pensionistas (064)",3,,1,1,1,,
"Otro(a) no pariente (065)",75,,16,45,9,4,1
,,,,,,,
"RURAL (066)",36538,1383,17786,8986,5222,2692,469
"Jefe o Jefa (067)",7447,,20,2437,2937,1742,311
"Esposa(o) / compañera(o) (068)",5395,,26,2665,1913,731,60
"Hijo(a) / hijastro(a) (069)",19836,1148,15718,2836,119,15,
"Yerno / nuera (070)",260,,7,214,34,5,
"Nieto(a) (071)",1105,133,865,102,5,,
"Padres / suegros (072)",174,,,,13,95,66
"Otro(a) pariente (073)",2076,95,1088,615,160,90,28
"Trabajador(a) del hogar (074)",17,,1,13,3,,
"Pensionistas (075)",8,,,5,2,1,
"Otro(a) no pariente (076)",220,7,61,99,36,13,4
"Hombres (077)",18218,716,8921,4132,2750,1461,238
"Jefe o Jefa (078)",6019,,11,1940,2487,1374,207
"Esposa(o) / compañera(o) (079)",87,,7,42,25,12,1
"Hijo(a) / hijastro(a) (080)",10118,592,7894,1548,77,7,
"Yerno / nuera (081)",169,,3,138,25,3,
"Nieto(a) (082)",546,70,427,48,1,,
"Padres / suegros (083)",42,,,,3,20,19
"Otro(a) pariente (084)",1101,51,549,358,100,35,8
"Trabajador(a) del hogar (085)",3,,,1,2,,
"Pensionistas (086)",7,,,4,2,1,
"Otro(a) no pariente (087)",126,3,30,53,28,9,3
"Mujeres (088)",18320,667,8865,4854,2472,1231,231
"Jefe o Jefa (089)",1428,,9,497,450,368,104
"Esposa(o) / compañera(o) (090)",5308,,19,2623,1888,719,59
"Hijo(a) / hijastro(a) (091)",9718,556,7824,1288,42,8,
"Yerno / nuera (092)",91,,4,76,9,2,
"Nieto(a) (093)",559,63,438,54,4,,
"Padres / suegros (094)",132,,,,10,75,47
"Otro(a) pariente (095)",975,44,539,257,60,55,20
"Trabajador(a) del hogar (096)",14,,1,12,1,,
"Pensionistas (097)",1,,,1,,,
"Otro(a) no pariente (098)",94,4,31,46,8,4,1
