"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",5092,53,1599,1722,1327,391
"Empleado (001)",976,3,315,437,212,9
"Obrero (002)",740,3,304,236,155,42
"Trabajador independiente (003)",1822,6,467,609,536,204
"Empleador o patrono (004)",734,,174,254,216,90
"Trabajador familiar no remunerado (005)",728,39,292,166,189,42
"Trabajador del hogar (006)",92,2,47,20,19,4
"Hombres (008)",3727,37,1153,1226,1001,310
"Empleado (009)",569,1,159,254,149,6
"Obrero (010)",684,3,278,221,146,36
"Trabajador independiente (011)",1425,6,369,457,425,168
"Empleador o patrono (012)",679,,161,237,195,86
"Trabajador familiar no remunerado (013)",370,27,186,57,86,14
"Mujeres (016)",1365,16,446,496,326,81
"Empleado (017)",407,2,156,183,63,3
"Obrero (018)",56,,26,15,9,6
"Trabajador independiente (019)",397,,98,152,111,36
"Empleador o patrono (020)",55,,13,17,21,4
"Trabajador familiar no remunerado (021)",358,12,106,109,103,28
"Trabajador del hogar (022)",92,2,47,20,19,4
,,,,,,
"URBANA (024)",1303,22,419,493,303,66
"Empleado (025)",593,3,179,275,131,5
"Obrero (026)",144,1,64,42,28,9
"Trabajador independiente (027)",419,2,112,142,119,44
"Empleador o patrono (028)",11,,3,5,2,1
"Trabajador familiar no remunerado (029)",108,15,42,24,21,6
"Trabajador del hogar (030)",28,1,19,5,2,1
"Hombres (032)",796,13,247,279,212,45
"Empleado (033)",334,1,92,145,93,3
"Obrero (034)",139,1,62,42,27,7
"Trabajador independiente (035)",273,2,73,84,82,32
"Empleador o patrono (036)",7,,1,4,1,1
"Trabajador familiar no remunerado (037)",43,9,19,4,9,2
"Mujeres (040)",507,9,172,214,91,21
"Empleado (041)",259,2,87,130,38,2
"Obrero (042)",5,,2,,1,2
"Trabajador independiente (043)",146,,39,58,37,12
"Empleador o patrono (044)",4,,2,1,1,
"Trabajador familiar no remunerado (045)",65,6,23,20,12,4
"Trabajador del hogar (046)",28,1,19,5,2,1
,,,,,,
"RURAL (048)",3789,31,1180,1229,1024,325
"Empleado (049)",383,,136,162,81,4
"Obrero (050)",596,2,240,194,127,33
"Trabajador independiente (051)",1403,4,355,467,417,160
"Empleador o patrono (052)",723,,171,249,214,89
"Trabajador familiar no remunerado (053)",620,24,250,142,168,36
"Trabajador del hogar (054)",64,1,28,15,17,3
"Hombres (056)",2931,24,906,947,789,265
"Empleado (057)",235,,67,109,56,3
"Obrero (058)",545,2,216,179,119,29
"Trabajador independiente (059)",1152,4,296,373,343,136
"Empleador o patrono (060)",672,,160,233,194,85
"Trabajador familiar no remunerado (061)",327,18,167,53,77,12
"Mujeres (064)",858,7,274,282,235,60
"Empleado (065)",148,,69,53,25,1
"Obrero (066)",51,,24,15,8,4
"Trabajador independiente (067)",251,,59,94,74,24
"Empleador o patrono (068)",51,,11,16,20,4
"Trabajador familiar no remunerado (069)",293,6,83,89,91,24
"Trabajador del hogar (070)",64,1,28,15,17,3
