"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia BONGARA",,,,,,,,
"Hogares (001)",6608,4895,2453,871,82,557,184,1081
"Ocupantes presentes (002)",26676,20402,9933,3603,333,2238,752,3786
"Casa independiente",,,,,,,,
"Hogares (004)",6369,4741,2351,826,77,528,167,1024
"Ocupantes presentes (005)",25947,19929,9603,3475,318,2147,697,3620
"Departamento en edificio",,,,,,,,
"Hogares (007)",7,6,7,5,1,6,2,
"Ocupantes presentes (008)",21,14,21,17,2,20,4,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",47,28,26,5,2,8,3,11
"Ocupantes presentes (011)",157,98,101,16,6,26,13,29
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",133,85,64,33,2,15,12,29
"Ocupantes presentes (014)",370,235,192,90,7,45,38,82
"Choza o cabaña",,,,,,,,
"Hogares (016)",38,25,1,,,,,13
"Ocupantes presentes (017)",134,89,1,,,,,45
"Vivienda improvisada",,,,,,,,
"Hogares (019)",5,4,1,2,,,,1
"Ocupantes presentes (020)",18,17,2,5,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",9,6,3,,,,,3
"Ocupantes presentes (023)",29,20,13,,,,,9
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",4036,2841,2138,778,81,517,182,621
"Ocupantes presentes (029)",15732,11385,8567,3191,326,2098,745,2095
"Casa independiente",,,,,,,,
"Hogares (031)",3837,2714,2037,733,76,488,165,577
"Ocupantes presentes (032)",15141,11005,8238,3063,311,2007,690,1974
"Departamento en edificio",,,,,,,,
"Hogares (034)",7,6,7,5,1,6,2,
"Ocupantes presentes (035)",21,14,21,17,2,20,4,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",47,28,26,5,2,8,3,11
"Ocupantes presentes (038)",157,98,101,16,6,26,13,29
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",133,85,64,33,2,15,12,29
"Ocupantes presentes (041)",370,235,192,90,7,45,38,82
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",5,4,1,2,,,,1
"Ocupantes presentes (047)",18,17,2,5,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",7,4,3,,,,,3
"Ocupantes presentes (050)",25,16,13,,,,,9
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",2572,2054,315,93,1,40,2,460
"Ocupantes presentes (056)",10944,9017,1366,412,7,140,7,1691
"Casa independiente",,,,,,,,
"Hogares (058)",2532,2027,314,93,1,40,2,447
"Ocupantes presentes (059)",10806,8924,1365,412,7,140,7,1646
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",38,25,1,,,,,13
"Ocupantes presentes (071)",134,89,1,,,,,45
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,2,,,,,,
"Ocupantes presentes (077)",4,4,,,,,,
"Otro tipo",,,,,,,,
