"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",10201,583,8,2707,3561,739,1139,385,1079
"Empleado (001)",1769,6,,35,216,153,528,124,707
"Obrero (002)",2683,135,3,591,1220,254,266,101,113
"Trabajador independiente (003)",3792,244,1,1447,1349,218,245,102,186
"Empleador o patrono (004)",64,10,,14,26,3,5,1,5
"Trabajador familiar no remunerado (005)",1838,183,4,615,718,104,92,54,68
"Trabajador del hogar (006)",55,5,,5,32,7,3,3,
"Hombres (008)",7108,207,6,1844,2713,564,787,284,703
"Empleado (009)",1088,4,,23,151,100,297,95,418
"Obrero (010)",2113,43,2,410,1014,232,235,82,95
"Trabajador independiente (011)",2954,118,1,1148,1101,163,194,78,151
"Empleador o patrono (012)",49,4,,7,24,3,5,1,5
"Trabajador familiar no remunerado (013)",890,36,3,255,413,66,55,28,34
"Trabajador del hogar (014)",14,2,,1,10,,1,,
"Mujeres (016)",3093,376,2,863,848,175,352,101,376
"Empleado (017)",681,2,,12,65,53,231,29,289
"Obrero (018)",570,92,1,181,206,22,31,19,18
"Trabajador independiente (019)",838,126,,299,248,55,51,24,35
"Empleador o patrono (020)",15,6,,7,2,,,,
"Trabajador familiar no remunerado (021)",948,147,1,360,305,38,37,26,34
"Trabajador del hogar (022)",41,3,,4,22,7,2,3,
,,,,,,,,,
"URBANA (024)",4643,175,4,1092,1566,299,627,192,688
"Empleado (025)",1127,3,,23,126,81,342,70,482
"Obrero (026)",1096,33,2,252,522,85,101,40,61
"Trabajador independiente (027)",1581,68,,560,581,81,132,51,108
"Empleador o patrono (028)",40,5,,11,15,2,4,1,2
"Trabajador familiar no remunerado (029)",757,63,2,244,295,45,45,28,35
"Trabajador del hogar (030)",42,3,,2,27,5,3,2,
"Hombres (032)",3016,55,4,686,1125,197,396,129,424
"Empleado (033)",658,1,,15,90,47,179,50,276
"Obrero (034)",829,10,2,161,422,76,82,27,49
"Trabajador independiente (035)",1149,32,,414,428,49,106,37,83
"Empleador o patrono (036)",30,1,,6,14,2,4,1,2
"Trabajador familiar no remunerado (037)",338,10,2,89,162,23,24,14,14
"Trabajador del hogar (038)",12,1,,1,9,,1,,
"Mujeres (040)",1627,120,,406,441,102,231,63,264
"Empleado (041)",469,2,,8,36,34,163,20,206
"Obrero (042)",267,23,,91,100,9,19,13,12
"Trabajador independiente (043)",432,36,,146,153,32,26,14,25
"Empleador o patrono (044)",10,4,,5,1,,,,
"Trabajador familiar no remunerado (045)",419,53,,155,133,22,21,14,21
"Trabajador del hogar (046)",30,2,,1,18,5,2,2,
,,,,,,,,,
"RURAL (048)",5558,408,4,1615,1995,440,512,193,391
"Empleado (049)",642,3,,12,90,72,186,54,225
"Obrero (050)",1587,102,1,339,698,169,165,61,52
"Trabajador independiente (051)",2211,176,1,887,768,137,113,51,78
"Empleador o patrono (052)",24,5,,3,11,1,1,,3
"Trabajador familiar no remunerado (053)",1081,120,2,371,423,59,47,26,33
"Trabajador del hogar (054)",13,2,,3,5,2,,1,
"Hombres (056)",4092,152,2,1158,1588,367,391,155,279
"Empleado (057)",430,3,,8,61,53,118,45,142
"Obrero (058)",1284,33,,249,592,156,153,55,46
"Trabajador independiente (059)",1805,86,1,734,673,114,88,41,68
"Empleador o patrono (060)",19,3,,1,10,1,1,,3
"Trabajador familiar no remunerado (061)",552,26,1,166,251,43,31,14,20
"Trabajador del hogar (062)",2,1,,,1,,,,
"Mujeres (064)",1466,256,2,457,407,73,121,38,112
"Empleado (065)",212,,,4,29,19,68,9,83
"Obrero (066)",303,69,1,90,106,13,12,6,6
"Trabajador independiente (067)",406,90,,153,95,23,25,10,10
"Empleador o patrono (068)",5,2,,2,1,,,,
"Trabajador familiar no remunerado (069)",529,94,1,205,172,16,16,12,13
"Trabajador del hogar (070)",11,1,,3,4,2,,1,
