"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PAUCARTAMBO (000)",487,149,338
"Sin nivel (001)",39,4,35
"Educación inicial (002)",4,2,2
"Primaria (003)",232,71,161
"Secundaria (004)",188,65,123
"Superior no univ. incompleta (005)",4,,4
"Superior no univ. completa (006)",17,7,10
"Superior univ. completa (008)",3,,3
"Hombres (010)",382,104,278
"Sin nivel (011)",29,2,27
"Educación inicial (012)",2,1,1
"Primaria (013)",189,52,137
"Secundaria (014)",148,47,101
"Superior no univ. incompleta (015)",2,,2
"Superior no univ. completa (016)",10,2,8
"Superior univ. completa (018)",2,,2
"Mujeres (020)",105,45,60
"Sin nivel (021)",10,2,8
"Educación inicial (022)",2,1,1
"Primaria (023)",43,19,24
"Secundaria (024)",40,18,22
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",7,5,2
"Superior univ. completa (028)",1,,1
,,,
"AREA URBANA (030)",203,46,157
"Sin nivel (031)",12,,12
"Primaria (033)",73,16,57
"Secundaria (034)",100,27,73
"Superior no univ. incompleta (035)",4,,4
"Superior no univ. completa (036)",11,3,8
"Superior univ. completa (038)",3,,3
"Hombres (040)",160,31,129
"Sin nivel (041)",8,,8
"Primaria (043)",60,12,48
"Secundaria (044)",81,19,62
"Superior no univ. incompleta (045)",2,,2
"Superior no univ. completa (046)",7,,7
"Superior univ. completa (048)",2,,2
"Mujeres (050)",43,15,28
"Sin nivel (051)",4,,4
"Primaria (053)",13,4,9
"Secundaria (054)",19,8,11
"Superior no univ. incompleta (055)",2,,2
"Superior no univ. completa (056)",4,3,1
"Superior univ. completa (058)",1,,1
,,,
"AREA RURAL (060)",284,103,181
"Sin nivel (061)",27,4,23
"Educación inicial (062)",4,2,2
"Primaria (063)",159,55,104
"Secundaria (064)",88,38,50
"Superior no univ. completa (066)",6,4,2
"Hombres (070)",222,73,149
"Sin nivel (071)",21,2,19
"Educación inicial (072)",2,1,1
"Primaria (073)",129,40,89
"Secundaria (074)",67,28,39
"Superior no univ. completa (076)",3,2,1
"Mujeres (080)",62,30,32
"Sin nivel (081)",6,2,4
"Educación inicial (082)",2,1,1
"Primaria (083)",30,15,15
"Secundaria (084)",21,10,11
"Superior no univ. completa (086)",3,2,1
