"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANTONIO RAYMONDI (000)",483,103,380
"De 14 a 29 años (001)",213,69,144
"De 30 a 44 años (002)",145,29,116
"De 45 a 64 años (003)",89,5,84
"De 65 y más años (004)",36,,36
"Hombres (005)",421,84,337
"De 14 a 29 años (006)",169,51,118
"De 30 a 44 años (007)",137,28,109
"De 45 a 64 años (008)",81,5,76
"De 65 y más años (009)",34,,34
"Mujeres (010)",62,19,43
"De 14 a 29 años (011)",44,18,26
"De 30 a 44 años (012)",8,1,7
"De 45 a 64 años (013)",8,,8
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",130,27,103
"De 14 a 29 años (016)",56,20,36
"De 30 a 44 años (017)",40,5,35
"De 45 a 64 años (018)",21,2,19
"De 65 y más años (019)",13,,13
"Hombres (020)",107,21,86
"De 14 a 29 años (021)",46,15,31
"De 30 a 44 años (022)",34,4,30
"De 45 a 64 años (023)",14,2,12
"De 65 y más años (024)",13,,13
"Mujeres (025)",23,6,17
"De 14 a 29 años (026)",10,5,5
"De 30 a 44 años (027)",6,1,5
"De 45 a 64 años (028)",7,,7
,,,
"AREA RURAL (030)",353,76,277
"De 14 a 29 años (031)",157,49,108
"De 30 a 44 años (032)",105,24,81
"De 45 a 64 años (033)",68,3,65
"De 65 y más años (034)",23,,23
"Hombres (035)",314,63,251
"De 14 a 29 años (036)",123,36,87
"De 30 a 44 años (037)",103,24,79
"De 45 a 64 años (038)",67,3,64
"De 65 y más años (039)",21,,21
"Mujeres (040)",39,13,26
"De 14 a 29 años (041)",34,13,21
"De 30 a 44 años (042)",2,,2
"De 45 a 64 años (043)",1,,1
"De 65 y más años (044)",2,,2
