"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia BOLOGNESI",,,,,,,,
"Viviendas particulares (001)",7480,5901,1435,41,21,73,2,7
"Ocupantes presentes (002)",28835,22470,5747,159,93,323,9,34
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",6748,5215,1398,39,16,71,2,7
"Ocupantes presentes (005)",26121,19948,5602,147,64,317,9,34
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",3,,,1,1,1,,
"Ocupantes presentes (008)",20,,,11,5,4,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",25,,22,,3,,,
"Ocupantes presentes (011)",109,,93,,16,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",45,38,6,,1,,,
"Ocupantes presentes (014)",202,170,24,,8,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",641,636,5,,,,,
"Ocupantes presentes (017)",2327,2308,19,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",15,9,4,1,,1,,
"Ocupantes presentes (023)",43,31,9,1,,2,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",3,3,,,,,,
"Ocupantes presentes (026)",13,13,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",4718,3370,1218,39,19,67,1,4
"Ocupantes presentes (029)",18577,13107,4909,152,86,300,6,17
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",4633,3324,1188,37,14,65,1,4
"Ocupantes presentes (032)",18207,12907,4786,140,57,294,6,17
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",3,,,1,1,1,,
"Ocupantes presentes (035)",20,,,11,5,4,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",25,,22,,3,,,
"Ocupantes presentes (038)",109,,93,,16,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",45,38,6,,1,,,
"Ocupantes presentes (041)",202,170,24,,8,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",12,8,2,1,,1,,
"Ocupantes presentes (050)",39,30,6,1,,2,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",2762,2531,217,2,2,6,1,3
"Ocupantes presentes (056)",10258,9363,838,7,7,23,3,17
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",2115,1891,210,2,2,6,1,3
"Ocupantes presentes (059)",7914,7041,816,7,7,23,3,17
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",641,636,5,,,,,
"Ocupantes presentes (071)",2327,2308,19,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",3,1,2,,,,,
"Ocupantes presentes (077)",4,1,3,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",3,3,,,,,,
"Ocupantes presentes (080)",13,13,,,,,,
