"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TARMA (000)",42825,36013,2484,1916,2412
"Hombres (001)",28699,24134,1758,1255,1552
"Mujeres (002)",14126,11879,726,661,860
"De 06 a 14 años (003)",661,612,43,5,1
"Hombres (004)",445,406,35,3,1
"Mujeres (005)",216,206,8,2,
"De 15 a 29 años (006)",12950,10920,935,551,544
"Hombres (007)",8786,7427,646,367,346
"Mujeres (008)",4164,3493,289,184,198
"De 30 a 44 años (009)",14602,11651,927,914,1110
"Hombres (010)",9506,7586,632,574,714
"Mujeres (011)",5096,4065,295,340,396
"De 45 a 64 años (012)",11156,9508,500,426,722
"Hombres (013)",7468,6329,381,296,462
"Mujeres (014)",3688,3179,119,130,260
"De 65 y más años (015)",3456,3322,79,20,35
"Hombres (016)",2494,2386,64,15,29
"Mujeres (017)",962,936,15,5,6
,,,,,
"URBANA (018)",27818,21921,1987,1735,2175
"Hombres (019)",17407,13575,1375,1112,1345
"Mujeres (020)",10411,8346,612,623,830
"De 06 a 14 años (021)",384,344,34,5,1
"Hombres (022)",257,224,29,3,1
"Mujeres (023)",127,120,5,2,
"De 15 a 29 años (024)",8007,6321,724,476,486
"Hombres (025)",5047,3955,486,310,296
"Mujeres (026)",2960,2366,238,166,190
"De 30 a 44 años (027)",10112,7507,772,849,984
"Hombres (028)",6130,4491,512,518,609
"Mujeres (029)",3982,3016,260,331,375
"De 45 a 64 años (030)",7307,5853,398,386,670
"Hombres (031)",4598,3620,300,267,411
"Mujeres (032)",2709,2233,98,119,259
"De 65 y más años (033)",2008,1896,59,19,34
"Hombres (034)",1375,1285,48,14,28
"Mujeres (035)",633,611,11,5,6
,,,,,
"RURAL (036)",15007,14092,497,181,237
"Hombres (037)",11292,10559,383,143,207
"Mujeres (038)",3715,3533,114,38,30
"De 06 a 14 años (039)",277,268,9,,
"Hombres (040)",188,182,6,,
"Mujeres (041)",89,86,3,,
"De 15 a 29 años (042)",4943,4599,211,75,58
"Hombres (043)",3739,3472,160,57,50
"Mujeres (044)",1204,1127,51,18,8
"De 30 a 44 años (045)",4490,4144,155,65,126
"Hombres (046)",3376,3095,120,56,105
"Mujeres (047)",1114,1049,35,9,21
"De 45 a 64 años (048)",3849,3655,102,40,52
"Hombres (049)",2870,2709,81,29,51
"Mujeres (050)",979,946,21,11,1
"De 65 y más años (051)",1448,1426,20,1,1
"Hombres (052)",1119,1101,16,1,1
"Mujeres (053)",329,325,4,,
