"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia MARISCAL RAMON CASTILLA",,,,,,,,,
"Viviendas particulares (001)",9965,3574,3592,1582,722,285,105,54,51
"Ocupantes presentes (002)",52872,16964,18746,9366,4576,1971,659,313,277
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5953,1598,2167,1164,583,250,97,49,45
"Ocupantes presentes (005)",32623,7735,11429,6890,3678,1730,625,294,242
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,,1,,1,,,,
"Ocupantes presentes (008)",7,,3,,4,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",115,46,24,11,10,5,8,5,6
"Ocupantes presentes (011)",386,109,88,39,47,15,34,19,35
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",8,,5,1,2,,,,
"Ocupantes presentes (014)",30,,20,5,5,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3854,1911,1386,401,126,30,,,
"Ocupantes presentes (017)",19681,9037,7167,2409,842,226,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",22,10,7,5,,,,,
"Ocupantes presentes (020)",91,41,27,23,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,6,2,,,,,,
"Ocupantes presentes (023)",47,35,12,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,3,,,,,,,
"Ocupantes presentes (026)",7,7,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2812,723,828,584,354,163,79,42,39
"Ocupantes presentes (029)",15007,3350,4187,3245,2138,1132,490,243,222
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2657,660,790,567,341,158,71,37,33
"Ocupantes presentes (032)",14466,3179,4043,3178,2082,1117,456,224,187
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,,1,,1,,,,
"Ocupantes presentes (035)",7,,3,,4,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",115,46,24,11,10,5,8,5,6
"Ocupantes presentes (038)",386,109,88,39,47,15,34,19,35
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",8,,5,1,2,,,,
"Ocupantes presentes (041)",30,,20,5,5,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",22,10,7,5,,,,,
"Ocupantes presentes (047)",91,41,27,23,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,5,1,,,,,,
"Ocupantes presentes (050)",22,16,6,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,2,,,,,,,
"Ocupantes presentes (053)",5,5,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",7153,2851,2764,998,368,122,26,12,12
"Ocupantes presentes (056)",37865,13614,14559,6121,2438,839,169,70,55
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3296,938,1377,597,242,92,26,12,12
"Ocupantes presentes (059)",18157,4556,7386,3712,1596,613,169,70,55
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3854,1911,1386,401,126,30,,,
"Ocupantes presentes (071)",19681,9037,7167,2409,842,226,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,,
"Ocupantes presentes (077)",25,19,6,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",2,2,,,,,,,
