"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia YAROWILCA",,,,,,,,,
"Hogares (001)",8207,88,48,40,28,14,18,16,7955
"Ocupantes presentes (002)",32339,282,125,128,123,68,75,105,31433
"Casa independiente",,,,,,,,,
"Hogares (004)",8092,85,44,39,27,14,18,16,7849
"Ocupantes presentes (005)",32023,279,113,125,115,68,75,105,31143
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",3,,,,,,,,3
"Ocupantes presentes (014)",11,,,,,,,,11
"Choza o cabaña",,,,,,,,,
"Hogares (016)",110,3,4,1,1,,,,101
"Ocupantes presentes (017)",301,3,12,3,8,,,,275
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",2,,,,,,,,2
"Ocupantes presentes (023)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2035,37,28,21,14,6,6,11,1912
"Ocupantes presentes (029)",7883,95,65,60,64,33,31,74,7461
"Casa independiente",,,,,,,,,
"Hogares (031)",2030,37,28,21,14,6,6,11,1907
"Ocupantes presentes (032)",7868,95,65,60,64,33,31,74,7446
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",3,,,,,,,,3
"Ocupantes presentes (041)",11,,,,,,,,11
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",6172,51,20,19,14,8,12,5,6043
"Ocupantes presentes (056)",24456,187,60,68,59,35,44,31,23972
"Casa independiente",,,,,,,,,
"Hogares (058)",6062,48,16,18,13,8,12,5,5942
"Ocupantes presentes (059)",24155,184,48,65,51,35,44,31,23697
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",110,3,4,1,1,,,,101
"Ocupantes presentes (071)",301,3,12,3,8,,,,275
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
