"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia UTCUBAMBA (000)",77033,13650,15774,16110,12736,8526,10237
"Católica (001)",57928,10247,11850,12089,9525,6543,7674
"Cristiana/Evangélica (002)",10188,1811,1827,2046,1750,1183,1571
"Otra (003)",4283,775,844,820,731,444,669
"Ninguna (004)",4634,817,1253,1155,730,356,323
"Hombres (006)",40638,7100,8403,8181,6712,4541,5701
"Católica (007)",30793,5351,6310,6183,5026,3544,4379
"Cristiana/Evangélica (008)",4829,865,870,905,863,540,786
"Otra (009)",2062,391,418,375,340,205,333
"Ninguna (010)",2954,493,805,718,483,252,203
"Mujeres (012)",36395,6550,7371,7929,6024,3985,4536
"Católica (013)",27135,4896,5540,5906,4499,2999,3295
"Cristiana/Evangélica (014)",5359,946,957,1141,887,643,785
"Otra (015)",2221,384,426,445,391,239,336
"Ninguna (016)",1680,324,448,437,247,104,120
,,,,,,,
"URBANA (018)",34876,5809,7207,7204,6196,4041,4419
"Católica (019)",26014,4266,5278,5428,4634,3107,3301
"Cristiana/Evangélica (020)",4903,844,924,964,885,577,709
"Otra (021)",2062,379,451,368,362,215,287
"Ninguna (022)",1897,320,554,444,315,142,122
"Hombres (024)",18077,2965,3816,3501,3195,2174,2426
"Católica (025)",13576,2191,2772,2643,2404,1691,1875
"Cristiana/Evangélica (026)",2302,388,445,423,428,270,348
"Otra (027)",992,196,243,160,162,104,127
"Ninguna (028)",1207,190,356,275,201,109,76
"Mujeres (030)",16799,2844,3391,3703,3001,1867,1993
"Católica (031)",12438,2075,2506,2785,2230,1416,1426
"Cristiana/Evangélica (032)",2601,456,479,541,457,307,361
"Otra (033)",1070,183,208,208,200,111,160
"Ninguna (034)",690,130,198,169,114,33,46
,,,,,,,
"RURAL (036)",42157,7841,8567,8906,6540,4485,5818
"Católica (037)",31914,5981,6572,6661,4891,3436,4373
"Cristiana/Evangélica (038)",5285,967,903,1082,865,606,862
"Otra (039)",2221,396,393,452,369,229,382
"Ninguna (040)",2737,497,699,711,415,214,201
"Hombres (042)",22561,4135,4587,4680,3517,2367,3275
"Católica (043)",17217,3160,3538,3540,2622,1853,2504
"Cristiana/Evangélica (044)",2527,477,425,482,435,270,438
"Otra (045)",1070,195,175,215,178,101,206
"Ninguna (046)",1747,303,449,443,282,143,127
"Mujeres (048)",19596,3706,3980,4226,3023,2118,2543
"Católica (049)",14697,2821,3034,3121,2269,1583,1869
"Cristiana/Evangélica (050)",2758,490,478,600,430,336,424
"Otra (051)",1151,201,218,237,191,128,176
"Ninguna (052)",990,194,250,268,133,71,74
