"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CHURCAMPA (000)",22619,18126,4493
"De 3 a 5 años (001)",3647,277,3370
"De 6 a 11 años (002)",7873,7018,855
"De 12 a 16 años (003)",5821,5770,51
"De 17 a 24 años (004)",5278,5061,217
"Hombres (005)",11354,9224,2130
"De 3 a 5 años (006)",1767,130,1637
"De 6 a 11 años (007)",4061,3628,433
"De 12 a 16 años (008)",2888,2870,18
"De 17 a 24 años (009)",2638,2596,42
"Mujeres (010)",11265,8902,2363
"De 3 a 5 años (011)",1880,147,1733
"De 6 a 11 años (012)",3812,3390,422
"De 12 a 16 años (013)",2933,2900,33
"De 17 a 24 años (014)",2640,2465,175
,,,
"URBANA (015)",4525,3816,709
"De 3 a 5 años (016)",652,65,587
"De 6 a 11 años (017)",1398,1299,99
"De 12 a 16 años (018)",1253,1247,6
"De 17 a 24 años (019)",1222,1205,17
"Hombres (020)",2300,1957,343
"De 3 a 5 años (021)",315,32,283
"De 6 a 11 años (022)",711,656,55
"De 12 a 16 años (023)",639,637,2
"De 17 a 24 años (024)",635,632,3
"Mujeres (025)",2225,1859,366
"De 3 a 5 años (026)",337,33,304
"De 6 a 11 años (027)",687,643,44
"De 12 a 16 años (028)",614,610,4
"De 17 a 24 años (029)",587,573,14
,,,
"RURAL (030)",18094,14310,3784
"De 3 a 5 años (031)",2995,212,2783
"De 6 a 11 años (032)",6475,5719,756
"De 12 a 16 años (033)",4568,4523,45
"De 17 a 24 años (034)",4056,3856,200
"Hombres (035)",9054,7267,1787
"De 3 a 5 años (036)",1452,98,1354
"De 6 a 11 años (037)",3350,2972,378
"De 12 a 16 años (038)",2249,2233,16
"De 17 a 24 años (039)",2003,1964,39
"Mujeres (040)",9040,7043,1997
"De 3 a 5 años (041)",1543,114,1429
"De 6 a 11 años (042)",3125,2747,378
"De 12 a 16 años (043)",2319,2290,29
"De 17 a 24 años (044)",2053,1892,161
