"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SATIPO (000)",1813,465,1348
"Sin nivel (001)",69,8,61
"Educación inicial (002)",1,1,
"Primaria (003)",441,99,342
"Secundaria (004)",1064,290,774
"Superior no univ. incompleta (005)",98,20,78
"Superior no univ. completa (006)",66,24,42
"Superior univ. incompleta (007)",30,12,18
"Superior univ. completa (008)",44,11,33
"Hombres (010)",1229,272,957
"Sin nivel (011)",44,2,42
"Educación inicial (012)",1,1,
"Primaria (013)",341,65,276
"Secundaria (014)",709,176,533
"Superior no univ. incompleta (015)",60,8,52
"Superior no univ. completa (016)",35,10,25
"Superior univ. incompleta (017)",17,4,13
"Superior univ. completa (018)",22,6,16
"Mujeres (020)",584,193,391
"Sin nivel (021)",25,6,19
"Primaria (023)",100,34,66
"Secundaria (024)",355,114,241
"Superior no univ. incompleta (025)",38,12,26
"Superior no univ. completa (026)",31,14,17
"Superior univ. incompleta (027)",13,8,5
"Superior univ. completa (028)",22,5,17
,,,
"AREA URBANA (030)",769,196,573
"Sin nivel (031)",16,4,12
"Primaria (033)",154,19,135
"Secundaria (034)",462,134,328
"Superior no univ. incompleta (035)",38,8,30
"Superior no univ. completa (036)",43,16,27
"Superior univ. incompleta (037)",22,8,14
"Superior univ. completa (038)",34,7,27
"Hombres (040)",504,105,399
"Sin nivel (041)",10,2,8
"Primaria (043)",113,10,103
"Secundaria (044)",306,75,231
"Superior no univ. incompleta (045)",23,5,18
"Superior no univ. completa (046)",19,6,13
"Superior univ. incompleta (047)",12,2,10
"Superior univ. completa (048)",21,5,16
"Mujeres (050)",265,91,174
"Sin nivel (051)",6,2,4
"Primaria (053)",41,9,32
"Secundaria (054)",156,59,97
"Superior no univ. incompleta (055)",15,3,12
"Superior no univ. completa (056)",24,10,14
"Superior univ. incompleta (057)",10,6,4
"Superior univ. completa (058)",13,2,11
,,,
"AREA RURAL (060)",1044,269,775
"Sin nivel (061)",53,4,49
"Educación inicial (062)",1,1,
"Primaria (063)",287,80,207
"Secundaria (064)",602,156,446
"Superior no univ. incompleta (065)",60,12,48
"Superior no univ. completa (066)",23,8,15
"Superior univ. incompleta (067)",8,4,4
"Superior univ. completa (068)",10,4,6
"Hombres (070)",725,167,558
"Sin nivel (071)",34,,34
"Educación inicial (072)",1,1,
"Primaria (073)",228,55,173
"Secundaria (074)",403,101,302
"Superior no univ. incompleta (075)",37,3,34
"Superior no univ. completa (076)",16,4,12
"Superior univ. incompleta (077)",5,2,3
"Superior univ. completa (078)",1,1,
"Mujeres (080)",319,102,217
"Sin nivel (081)",19,4,15
"Primaria (083)",59,25,34
"Secundaria (084)",199,55,144
"Superior no univ. incompleta (085)",23,9,14
"Superior no univ. completa (086)",7,4,3
"Superior univ. incompleta (087)",3,2,1
"Superior univ. completa (088)",9,3,6
