"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia PATAZ",,,,
"Viviendas particulares (001)",2162,1536,405,221
"Ocupantes presentes (002)",9787,6951,1731,1105
"Casa independiente",,,,
"Viviendas particulares (004)",2031,1459,373,199
"Ocupantes presentes (005)",9259,6664,1619,976
"Departamento en edificio",,,,
"Viviendas particulares (007)",5,5,,
"Ocupantes presentes (008)",19,19,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",41,36,5,
"Ocupantes presentes (011)",154,141,13,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",55,27,26,2
"Ocupantes presentes (014)",201,101,96,4
"Choza o cabaña",,,,
"Viviendas particulares (016)",20,,,20
"Ocupantes presentes (017)",125,,,125
"Vivienda improvisada",,,,
"Viviendas particulares (019)",6,6,,
"Ocupantes presentes (020)",20,20,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",4,3,1,
"Ocupantes presentes (023)",9,6,3,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",1831,1294,341,196
"Ocupantes presentes (029)",8341,5855,1465,1021
"Casa independiente",,,,
"Viviendas particulares (031)",1722,1231,317,174
"Ocupantes presentes (032)",7880,5611,1377,892
"Departamento en edificio",,,,
"Viviendas particulares (034)",2,2,,
"Ocupantes presentes (035)",11,11,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",39,34,5,
"Ocupantes presentes (038)",151,138,13,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",43,23,18,2
"Ocupantes presentes (041)",161,85,72,4
"Choza o cabaña",,,,
"Viviendas particulares (043)",20,,,20
"Ocupantes presentes (044)",125,,,125
"Vivienda improvisada",,,,
"Viviendas particulares (046)",2,2,,
"Ocupantes presentes (047)",8,8,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",3,2,1,
"Ocupantes presentes (050)",5,2,3,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",331,242,64,25
"Ocupantes presentes (056)",1446,1096,266,84
"Casa independiente",,,,
"Viviendas particulares (058)",309,228,56,25
"Ocupantes presentes (059)",1379,1053,242,84
"Departamento en edificio",,,,
"Viviendas particulares (061)",3,3,,
"Ocupantes presentes (062)",8,8,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",2,2,,
"Ocupantes presentes (065)",3,3,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",12,4,8,
"Ocupantes presentes (068)",40,16,24,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",4,4,,
"Ocupantes presentes (074)",12,12,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,1,,
"Ocupantes presentes (077)",4,4,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1354,1015,300,39
"Ocupantes presentes (110)",5804,4426,1201,177
"Casa independiente",,,,
"Viviendas particulares (112)",1243,938,268,37
"Ocupantes presentes (113)",5401,4139,1089,173
"Departamento en edificio",,,,
"Viviendas particulares (115)",5,5,,
"Ocupantes presentes (116)",19,19,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",41,36,5,
"Ocupantes presentes (119)",154,141,13,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",55,27,26,2
"Ocupantes presentes (122)",201,101,96,4
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",6,6,,
"Ocupantes presentes (128)",20,20,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",4,3,1,
"Ocupantes presentes (131)",9,6,3,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1127,850,244,33
"Ocupantes presentes (137)",4841,3706,970,165
"Casa independiente",,,,
"Viviendas particulares (139)",1038,787,220,31
"Ocupantes presentes (140)",4505,3462,882,161
"Departamento en edificio",,,,
"Viviendas particulares (142)",2,2,,
"Ocupantes presentes (143)",11,11,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",39,34,5,
"Ocupantes presentes (146)",151,138,13,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",43,23,18,2
"Ocupantes presentes (149)",161,85,72,4
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",2,2,,
"Ocupantes presentes (155)",8,8,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",3,2,1,
"Ocupantes presentes (158)",5,2,3,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",227,165,56,6
"Ocupantes presentes (164)",963,720,231,12
"Casa independiente",,,,
"Viviendas particulares (166)",205,151,48,6
"Ocupantes presentes (167)",896,677,207,12
"Departamento en edificio",,,,
"Viviendas particulares (169)",3,3,,
"Ocupantes presentes (170)",8,8,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",2,2,,
"Ocupantes presentes (173)",3,3,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",12,4,8,
"Ocupantes presentes (176)",40,16,24,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",4,4,,
"Ocupantes presentes (182)",12,12,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,1,,
"Ocupantes presentes (185)",4,4,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",808,521,105,182
"Ocupantes presentes (218)",3983,2525,530,928
"Casa independiente",,,,
"Viviendas particulares (220)",788,521,105,162
"Ocupantes presentes (221)",3858,2525,530,803
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",20,,,20
"Ocupantes presentes (233)",125,,,125
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",704,444,97,163
"Ocupantes presentes (245)",3500,2149,495,856
"Casa independiente",,,,
"Viviendas particulares (247)",684,444,97,143
"Ocupantes presentes (248)",3375,2149,495,731
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",20,,,20
"Ocupantes presentes (260)",125,,,125
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",104,77,8,19
"Ocupantes presentes (272)",483,376,35,72
"Casa independiente",,,,
"Viviendas particulares (274)",104,77,8,19
"Ocupantes presentes (275)",483,376,35,72
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
