"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCANE (000)",61999,9110,722,26999,19837,1448,1564,1092,1227
"Hombres (001)",29900,1778,338,12827,11336,938,1012,777,894
"Mujeres (002)",32099,7332,384,14172,8501,510,552,315,333
"PEA (003)",24228,3309,9,9692,8144,586,1141,397,950
"Hombres (004)",14255,860,1,5463,5698,426,789,305,713
"Mujeres (005)",9973,2449,8,4229,2446,160,352,92,237
"Ocupada (006)",23192,3274,9,9494,7583,546,1022,382,882
"Hombres (007)",13463,839,1,5311,5253,397,706,294,662
"Mujeres (008)",9729,2435,8,4183,2330,149,316,88,220
"Desocupada (009)",1036,35,,198,561,40,119,15,68
"Hombres (010)",792,21,,152,445,29,83,11,51
"Mujeres (011)",244,14,,46,116,11,36,4,17
"No PEA (012)",37771,5801,713,17307,11693,862,423,695,277
"Hombres (013)",15645,918,337,7364,5638,512,223,472,181
"Mujeres (014)",22126,4883,376,9943,6055,350,200,223,96
,,,,,,,,,
"URBANA (018)",12353,799,112,3988,4629,640,903,525,757
"Hombres (019)",6196,169,41,1843,2440,357,502,342,502
"Mujeres (020)",6157,630,71,2145,2189,283,401,183,255
"PEA (021)",5150,291,3,1162,1855,293,698,235,613
"Hombres (022)",2978,82,1,550,1137,200,422,168,418
"Mujeres (023)",2172,209,2,612,718,93,276,67,195
"Ocupada (024)",4735,276,3,1109,1642,265,641,225,574
"Hombres (025)",2689,74,1,517,979,180,385,162,391
"Mujeres (026)",2046,202,2,592,663,85,256,63,183
"Desocupada (027)",415,15,,53,213,28,57,10,39
"Hombres (028)",289,8,,33,158,20,37,6,27
"Mujeres (029)",126,7,,20,55,8,20,4,12
"No PEA (030)",7203,508,109,2826,2774,347,205,290,144
"Hombres (031)",3218,87,40,1293,1303,157,80,174,84
"Mujeres (032)",3985,421,69,1533,1471,190,125,116,60
,,,,,,,,,
"RURAL (036)",49646,8311,610,23011,15208,808,661,567,470
"Hombres (037)",23704,1609,297,10984,8896,581,510,435,392
"Mujeres (038)",25942,6702,313,12027,6312,227,151,132,78
"PEA (039)",19078,3018,6,8530,6289,293,443,162,337
"Hombres (040)",11277,778,,4913,4561,226,367,137,295
"Mujeres (041)",7801,2240,6,3617,1728,67,76,25,42
"Ocupada (042)",18457,2998,6,8385,5941,281,381,157,308
"Hombres (043)",10774,765,,4794,4274,217,321,132,271
"Mujeres (044)",7683,2233,6,3591,1667,64,60,25,37
"Desocupada (045)",621,20,,145,348,12,62,5,29
"Hombres (046)",503,13,,119,287,9,46,5,24
"Mujeres (047)",118,7,,26,61,3,16,,5
"No PEA (048)",30568,5293,604,14481,8919,515,218,405,133
"Hombres (049)",12427,831,297,6071,4335,355,143,298,97
"Mujeres (050)",18141,4462,307,8410,4584,160,75,107,36
