"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONDORCANQUI (000)",38316,16506,1804,460,19571
"Quechua (001)",20,9,3,1,7
"Aymara (002)",3,2,,1,
"Asháninka (003)",6,4,,,2
"Otra lengua nativa (004)",34681,15486,1127,291,17790
"Castellano (005)",3541,976,669,165,1743
"Idioma Extranjero (006)",5,,3,1,1
"Es Sordomudo/a (007)",60,29,2,1,28
"Hombres (009)",19281,7954,945,411,9988
"Quechua (010)",12,5,3,1,3
"Aymara (011)",3,2,,1,
"Asháninka (012)",3,2,,,1
"Otra lengua nativa (013)",17300,7465,607,262,8972
"Castellano (014)",1922,460,333,146,994
"Idioma Extranjero (015)",1,,,,1
"Es Sordomudo/a (016)",40,20,2,1,17
"Mujeres (018)",19035,8552,859,49,9583
"Quechua (019)",8,4,,,4
"Asháninka (021)",3,2,,,1
"Otra lengua nativa (022)",17381,8021,520,29,8818
"Castellano (023)",1619,516,336,19,749
"Idioma Extranjero (024)",4,,3,1,
"Es Sordomudo/a (025)",20,9,,,11
,,,,,
"URBANA (027)",5888,2123,892,214,2664
"Quechua (028)",10,3,2,1,4
"Asháninka (030)",1,1,,,
"Otra lengua nativa (031)",4069,1651,433,119,1866
"Castellano (032)",1791,461,454,92,789
"Idioma Extranjero (033)",5,,3,1,1
"Es Sordomudo/a (034)",12,7,,1,4
"Hombres (036)",3006,1021,456,186,1347
"Quechua (037)",8,2,2,1,3
"Otra lengua nativa (040)",2062,805,232,109,916
"Castellano (041)",929,210,222,75,426
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",6,4,,1,1
"Mujeres (045)",2882,1102,436,28,1317
"Quechua (046)",2,1,,,1
"Asháninka (048)",1,1,,,
"Otra lengua nativa (049)",2007,846,201,10,950
"Castellano (050)",862,251,232,17,363
"Idioma Extranjero (051)",4,,3,1,
"Es Sordomudo/a (052)",6,3,,,3
,,,,,
"RURAL (054)",32428,14383,912,246,16907
"Quechua (055)",10,6,1,,3
"Aymara (056)",3,2,,1,
"Asháninka (057)",5,3,,,2
"Otra lengua nativa (058)",30612,13835,694,172,15924
"Castellano (059)",1750,515,215,73,954
"Es Sordomudo/a (061)",48,22,2,,24
"Hombres (063)",16275,6933,489,225,8641
"Quechua (064)",4,3,1,,
"Aymara (065)",3,2,,1,
"Asháninka (066)",3,2,,,1
"Otra lengua nativa (067)",15238,6660,375,153,8056
"Castellano (068)",993,250,111,71,568
"Es Sordomudo/a (070)",34,16,2,,16
"Mujeres (072)",16153,7450,423,21,8266
"Quechua (073)",6,3,,,3
"Asháninka (075)",2,1,,,1
"Otra lengua nativa (076)",15374,7175,319,19,7868
"Castellano (077)",757,265,104,2,386
"Es Sordomudo/a (079)",14,6,,,8
