"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CASTROVIRREYNA",,,,,,,
"Viviendas particulares (001)",5978,923,104,36,3948,236,731
"Ocupantes presentes (002)",18472,2536,349,125,12532,642,2288
"Casa independiente",,,,,,,
"Viviendas particulares (004)",5163,833,71,33,3522,102,602
"Ocupantes presentes (005)",16255,2298,229,118,11366,346,1898
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,1,,,,1,
"Ocupantes presentes (008)",4,2,,,,2,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",8,,,,8,,
"Ocupantes presentes (011)",13,,,,13,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",52,40,,,11,,1
"Ocupantes presentes (014)",145,102,,,40,,3
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",634,40,33,3,399,46,113
"Ocupantes presentes (017)",1794,116,120,7,1090,130,331
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",6,,,,1,1,4
"Ocupantes presentes (020)",26,,,,4,1,21
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",9,3,,,1,5,
"Ocupantes presentes (023)",25,9,,,5,11,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",104,6,,,6,81,11
"Ocupantes presentes (026)",210,9,,,14,152,35
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1888,414,11,15,1154,110,184
"Ocupantes presentes (029)",5542,1217,43,57,3390,245,590
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1723,365,11,15,1130,27,175
"Ocupantes presentes (032)",5161,1099,43,57,3321,89,552
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,1,,,,1,
"Ocupantes presentes (035)",4,2,,,,2,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",8,,,,8,,
"Ocupantes presentes (038)",13,,,,13,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",52,40,,,11,,1
"Ocupantes presentes (041)",145,102,,,40,,3
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",6,,,,1,1,4
"Ocupantes presentes (047)",26,,,,4,1,21
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",6,3,,,1,2,
"Ocupantes presentes (050)",17,9,,,5,3,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",91,5,,,3,79,4
"Ocupantes presentes (053)",176,5,,,7,150,14
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4090,509,93,21,2794,126,547
"Ocupantes presentes (056)",12930,1319,306,68,9142,397,1698
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3440,468,60,18,2392,75,427
"Ocupantes presentes (059)",11094,1199,186,61,8045,257,1346
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",634,40,33,3,399,46,113
"Ocupantes presentes (071)",1794,116,120,7,1090,130,331
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,,,,,3,
"Ocupantes presentes (077)",8,,,,,8,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",13,1,,,3,2,7
"Ocupantes presentes (080)",34,4,,,7,2,21
