"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia AYMARAES",,,,,,,,,
"Viviendas particulares (001)",548,355,104,22,40,2,7,4,14
"Ocupantes presentes (002)",1827,1157,360,89,129,4,32,12,44
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",535,343,103,22,40,2,7,4,14
"Ocupantes presentes (005)",1797,1128,359,89,129,4,32,12,44
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",13,12,1,,,,,,
"Ocupantes presentes (014)",30,29,1,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",351,242,51,12,33,2,7,2,2
"Ocupantes presentes (029)",1139,756,186,49,103,4,32,3,6
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",338,230,50,12,33,2,7,2,2
"Ocupantes presentes (032)",1109,727,185,49,103,4,32,3,6
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",13,12,1,,,,,,
"Ocupantes presentes (041)",30,29,1,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",197,113,53,10,7,,,2,12
"Ocupantes presentes (056)",688,401,174,40,26,,,9,38
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",197,113,53,10,7,,,2,12
"Ocupantes presentes (059)",688,401,174,40,26,,,9,38
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
