"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia OXAPAMPA",,,,,,,
"Viviendas particulares (001)",19105,1562,1194,1230,5914,4523,4682
"Ocupantes presentes (002)",79447,6016,4867,5206,25644,18306,19408
"Casa independiente",,,,,,,
"Viviendas particulares (004)",14004,1186,957,1069,3583,4271,2938
"Ocupantes presentes (005)",58301,4832,4019,4534,15305,17255,12356
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",62,47,15,,,,
"Ocupantes presentes (008)",178,137,41,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",377,141,90,,,,146
"Ocupantes presentes (011)",1242,464,324,,,,454
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",349,165,122,,,,62
"Ocupantes presentes (014)",1142,502,443,,,,197
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",4149,11,,138,2296,205,1499
"Ocupantes presentes (017)",17996,39,,578,10222,880,6277
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",89,8,5,13,9,36,18
"Ocupantes presentes (020)",350,29,22,51,48,146,54
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",47,4,5,7,11,7,13
"Ocupantes presentes (023)",162,13,18,30,38,10,53
"Otro tipo",,,,,,,
"Viviendas particulares (025)",28,,,3,15,4,6
"Ocupantes presentes (026)",76,,,13,31,15,17
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",7036,1420,943,546,707,2878,542
"Ocupantes presentes (029)",28409,5456,3776,2410,3173,11633,1961
"Casa independiente",,,,,,,
"Viviendas particulares (031)",6114,1056,706,524,685,2835,308
"Ocupantes presentes (032)",25363,4312,2928,2327,3100,11466,1230
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",62,47,15,,,,
"Ocupantes presentes (035)",178,137,41,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",377,141,90,,,,146
"Ocupantes presentes (038)",1242,464,324,,,,454
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",349,165,122,,,,62
"Ocupantes presentes (041)",1142,502,443,,,,197
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",89,8,5,13,9,36,18
"Ocupantes presentes (047)",350,29,22,51,48,146,54
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",25,3,5,6,1,3,7
"Ocupantes presentes (050)",80,12,18,19,4,6,21
"Otro tipo",,,,,,,
"Viviendas particulares (052)",20,,,3,12,4,1
"Ocupantes presentes (053)",54,,,13,21,15,5
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",12069,142,251,684,5207,1645,4140
"Ocupantes presentes (056)",51038,560,1091,2796,22471,6673,17447
"Casa independiente",,,,,,,
"Viviendas particulares (058)",7890,130,251,545,2898,1436,2630
"Ocupantes presentes (059)",32938,520,1091,2207,12205,5789,11126
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",4149,11,,138,2296,205,1499
"Ocupantes presentes (071)",17996,39,,578,10222,880,6277
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",22,1,,1,10,4,6
"Ocupantes presentes (077)",82,1,,11,34,4,32
"Otro tipo",,,,,,,
"Viviendas particulares (079)",8,,,,3,,5
"Ocupantes presentes (080)",22,,,,10,,12
