"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia BOLIVAR (000)",125,6,62,30,22,5
"Conviviente (001)",38,,13,17,8,
"Separado(a) (002)",1,,,,1,
"Casado(a) (003)",20,,2,4,10,4
"Viudo(a) (004)",2,,,2,,
"Soltero(a) (006)",64,6,47,7,3,1
"Hombres (008)",103,4,48,24,22,5
"Conviviente (009)",35,,12,15,8,
"Separado(a) (010)",1,,,,1,
"Casado(a) (011)",19,,2,3,10,4
"Viudo(a) (012)",1,,,1,,
"Soltero(a) (014)",47,4,34,5,3,1
"Mujeres (016)",22,2,14,6,,
"Conviviente (017)",3,,1,2,,
"Casado(a) (019)",1,,,1,,
"Viudo(a) (020)",1,,,1,,
"Soltero(a) (022)",17,2,13,2,,
,,,,,,
"AREA URBANA (024)",70,3,36,16,11,4
"Conviviente (025)",22,,8,9,5,
"Separado(a) (026)",1,,,,1,
"Casado(a) (027)",10,,1,3,3,3
"Soltero(a) (030)",37,3,27,4,2,1
"Hombres (032)",55,2,26,12,11,4
"Conviviente (033)",20,,7,8,5,
"Separado(a) (034)",1,,,,1,
"Casado(a) (035)",9,,1,2,3,3
"Soltero(a) (038)",25,2,18,2,2,1
"Mujeres (040)",15,1,10,4,,
"Conviviente (041)",2,,1,1,,
"Casado(a) (043)",1,,,1,,
"Soltero(a) (046)",12,1,9,2,,
,,,,,,
"AREA RURAL (048)",55,3,26,14,11,1
"Conviviente (049)",16,,5,8,3,
"Casado(a) (051)",10,,1,1,7,1
"Viudo(a) (052)",2,,,2,,
"Soltero(a) (054)",27,3,20,3,1,
"Hombres (056)",48,2,22,12,11,1
"Conviviente (057)",15,,5,7,3,
"Casado(a) (059)",10,,1,1,7,1
"Viudo(a) (060)",1,,,1,,
"Soltero(a) (062)",22,2,16,3,1,
"Mujeres (064)",7,1,4,2,,
"Conviviente (065)",1,,,1,,
"Viudo(a) (068)",1,,,1,,
"Soltero(a) (070)",5,1,4,,,
