"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TUMBES (000)",133459,31879,24947,8273,68784
"Quechua (001)",186,23,28,30,110
"Aymara (002)",44,17,12,7,13
"Asháninka (003)",18,7,3,8,6
"Otra lengua nativa (004)",80,,,75,5
"Castellano (005)",132926,31772,24885,8138,68539
"Idioma Extranjero (006)",21,1,2,8,10
"Es Sordomudo/a (007)",184,59,17,7,101
"Hombres (009)",68492,14894,12206,5202,36455
"Quechua (010)",117,11,19,22,66
"Aymara (011)",29,13,9,6,5
"Asháninka (012)",8,3,2,4,2
"Otra lengua nativa (013)",80,,,75,5
"Castellano (014)",68143,14842,12166,5088,36304
"Idioma Extranjero (015)",12,,1,4,7
"Es Sordomudo/a (016)",103,25,9,3,66
"Mujeres (018)",64967,16985,12741,3071,32329
"Quechua (019)",69,12,9,8,44
"Aymara (020)",15,4,3,1,8
"Asháninka (021)",10,4,1,4,4
"Castellano (023)",64783,16930,12719,3050,32235
"Idioma Extranjero (024)",9,1,1,4,3
"Es Sordomudo/a (025)",81,34,8,4,35
,,,,,
"URBANA (027)",122893,28014,24007,8088,63197
"Quechua (028)",180,22,28,29,106
"Aymara (029)",39,14,11,6,12
"Asháninka (030)",18,7,3,8,6
"Otra lengua nativa (031)",80,,,75,5
"Castellano (032)",122390,27914,23947,7956,62971
"Idioma Extranjero (033)",20,1,2,8,9
"Es Sordomudo/a (034)",166,56,16,6,88
"Hombres (036)",62960,13031,11757,5095,33334
"Quechua (037)",115,11,19,21,65
"Aymara (038)",25,10,8,5,5
"Asháninka (039)",8,3,2,4,2
"Otra lengua nativa (040)",80,,,75,5
"Castellano (041)",62630,12983,11718,4984,33195
"Idioma Extranjero (042)",11,,1,4,6
"Es Sordomudo/a (043)",91,24,9,2,56
"Mujeres (045)",59933,14983,12250,2993,29863
"Quechua (046)",65,11,9,8,41
"Aymara (047)",14,4,3,1,7
"Asháninka (048)",10,4,1,4,4
"Castellano (050)",59760,14931,12229,2972,29776
"Idioma Extranjero (051)",9,1,1,4,3
"Es Sordomudo/a (052)",75,32,7,4,32
,,,,,
"RURAL (054)",10566,3865,940,185,5587
"Quechua (055)",6,1,,1,4
"Aymara (056)",5,3,1,1,1
"Castellano (059)",10536,3858,938,182,5568
"Idioma Extranjero (060)",1,,,,1
"Es Sordomudo/a (061)",18,3,1,1,13
"Hombres (063)",5532,1863,449,107,3121
"Quechua (064)",2,,,1,1
"Aymara (065)",4,3,1,1,
"Castellano (068)",5513,1859,448,104,3109
"Idioma Extranjero (069)",1,,,,1
"Es Sordomudo/a (070)",12,1,,1,10
"Mujeres (072)",5034,2002,491,78,2466
"Quechua (073)",4,1,,,3
"Aymara (074)",1,,,,1
"Castellano (077)",5023,1999,490,78,2459
"Es Sordomudo/a (079)",6,2,1,,3
