"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia FERREÑAFE",,,,,,,,,
"Viviendas particulares (001)",1150,658,200,93,53,6,5,,135
"Ocupantes presentes (002)",5202,2958,932,427,259,33,19,,574
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1126,641,200,93,49,6,5,,132
"Ocupantes presentes (005)",5111,2891,932,427,246,33,19,,563
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,1,,,,,,,
"Ocupantes presentes (008)",4,4,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,11,,,,,,,
"Ocupantes presentes (011)",46,46,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1,1,,,,,,,
"Ocupantes presentes (014)",4,4,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",5,3,,,,,,,2
"Ocupantes presentes (017)",18,11,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,1,,,4,,,,1
"Ocupantes presentes (020)",19,2,,,13,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",807,454,128,91,38,5,2,,89
"Ocupantes presentes (029)",3591,2010,567,423,182,27,11,,371
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",788,440,128,91,34,5,2,,88
"Ocupantes presentes (032)",3518,1954,567,423,169,27,11,,367
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,1,,,,,,,
"Ocupantes presentes (035)",4,4,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,11,,,,,,,
"Ocupantes presentes (038)",46,46,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1,1,,,,,,,
"Ocupantes presentes (041)",4,4,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,1,,,4,,,,1
"Ocupantes presentes (047)",19,2,,,13,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",343,204,72,2,15,1,3,,46
"Ocupantes presentes (056)",1611,948,365,4,77,6,8,,203
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",338,201,72,2,15,1,3,,44
"Ocupantes presentes (059)",1593,937,365,4,77,6,8,,196
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",5,3,,,,,,,2
"Ocupantes presentes (071)",18,11,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
