"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia TARATA",,,,,,,
"Viviendas particulares (001)",2717,335,45,78,2095,53,111
"Ocupantes presentes (002)",7686,977,125,218,5869,145,352
"Casa independiente",,,,,,,
"Viviendas particulares (004)",2605,310,45,76,2034,43,97
"Ocupantes presentes (005)",7395,901,125,215,5704,121,329
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",59,20,,2,30,6,1
"Ocupantes presentes (014)",177,57,,3,95,18,4
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",46,3,,,29,1,13
"Ocupantes presentes (017)",92,4,,,68,1,19
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",3,1,,,,2,
"Ocupantes presentes (020)",11,7,,,,4,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",3,1,,,1,1,
"Ocupantes presentes (023)",10,8,,,1,1,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,1,,
"Ocupantes presentes (026)",1,,,,1,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2062,312,34,71,1547,33,65
"Ocupantes presentes (029)",5995,937,94,203,4450,103,208
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1997,290,34,69,1515,25,64
"Ocupantes presentes (032)",5797,865,94,200,4353,81,204
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",59,20,,2,30,6,1
"Ocupantes presentes (041)",177,57,,3,95,18,4
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",3,1,,,,2,
"Ocupantes presentes (047)",11,7,,,,4,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,1,,,1,,
"Ocupantes presentes (050)",9,8,,,1,,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,1,,
"Ocupantes presentes (053)",1,,,,1,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",655,23,11,7,548,20,46
"Ocupantes presentes (056)",1691,40,31,15,1419,42,144
"Casa independiente",,,,,,,
"Viviendas particulares (058)",608,20,11,7,519,18,33
"Ocupantes presentes (059)",1598,36,31,15,1351,40,125
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",46,3,,,29,1,13
"Ocupantes presentes (071)",92,4,,,68,1,19
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,1,
"Ocupantes presentes (077)",1,,,,,1,
"Otro tipo",,,,,,,
