"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia SAN MIGUEL (000)",206,142,64
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",13,13,
"Casa pensión (003)",4,4,
"Hospital, clinica (004)",8,7,1
"Cárcel, centro de readaptación social (005)",10,10,
"Otro (008)",105,42,63
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",66,66,
