"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia QUISPICANCHI (000)",57135,10185,10994,10937,9225,6395,9399
"Católica (001)",44753,7900,8557,8431,7157,5107,7601
"Cristiana/Evangélica (002)",9834,1796,1942,1965,1663,1038,1430
"Otra (003)",1921,355,339,420,317,207,283
"Ninguna (004)",627,134,156,121,88,43,85
"Hombres (006)",28741,5360,5671,5544,4661,3202,4303
"Católica (007)",22680,4187,4506,4276,3617,2590,3504
"Cristiana/Evangélica (008)",4744,917,914,985,824,480,624
"Otra (009)",956,184,163,206,166,104,133
"Ninguna (010)",361,72,88,77,54,28,42
"Mujeres (012)",28394,4825,5323,5393,4564,3193,5096
"Católica (013)",22073,3713,4051,4155,3540,2517,4097
"Cristiana/Evangélica (014)",5090,879,1028,980,839,558,806
"Otra (015)",965,171,176,214,151,103,150
"Ninguna (016)",266,62,68,44,34,15,43
,,,,,,,
"URBANA (018)",21610,3646,4141,4323,3599,2479,3422
"Católica (019)",18866,3172,3577,3734,3172,2169,3042
"Cristiana/Evangélica (020)",1941,350,387,403,306,226,269
"Otra (021)",549,83,113,124,86,63,80
"Ninguna (022)",254,41,64,62,35,21,31
"Hombres (024)",10872,1906,2106,2172,1844,1279,1565
"Católica (025)",9482,1667,1823,1870,1628,1113,1381
"Cristiana/Evangélica (026)",945,172,187,201,147,115,123
"Otra (027)",278,40,56,60,42,36,44
"Ninguna (028)",167,27,40,41,27,15,17
"Mujeres (030)",10738,1740,2035,2151,1755,1200,1857
"Católica (031)",9384,1505,1754,1864,1544,1056,1661
"Cristiana/Evangélica (032)",996,178,200,202,159,111,146
"Otra (033)",271,43,57,64,44,27,36
"Ninguna (034)",87,14,24,21,8,6,14
,,,,,,,
"RURAL (036)",35525,6539,6853,6614,5626,3916,5977
"Católica (037)",25887,4728,4980,4697,3985,2938,4559
"Cristiana/Evangélica (038)",7893,1446,1555,1562,1357,812,1161
"Otra (039)",1372,272,226,296,231,144,203
"Ninguna (040)",373,93,92,59,53,22,54
"Hombres (042)",17869,3454,3565,3372,2817,1923,2738
"Católica (043)",13198,2520,2683,2406,1989,1477,2123
"Cristiana/Evangélica (044)",3799,745,727,784,677,365,501
"Otra (045)",678,144,107,146,124,68,89
"Ninguna (046)",194,45,48,36,27,13,25
"Mujeres (048)",17656,3085,3288,3242,2809,1993,3239
"Católica (049)",12689,2208,2297,2291,1996,1461,2436
"Cristiana/Evangélica (050)",4094,701,828,778,680,447,660
"Otra (051)",694,128,119,150,107,76,114
"Ninguna (052)",179,48,44,23,26,9,29
