"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ABANCAY (000)",96064,36158,15571,2709,41855
"Menos de 1 año (001)",1713,1232,227,23,232
"De 1 a 14 años (002)",31864,21414,4780,845,4896
"De 15 a 29 años (003)",25906,5930,2518,605,16874
"De 30 a 44 años (004)",17733,3216,3873,643,10062
"De 45 a 64 años (005)",12847,2682,3191,444,6603
"De 65 y mas años (006)",6001,1684,982,149,3188
"Hombres (008)",47611,16790,7548,1490,21912
"Menos de 1 año (009)",869,630,114,16,110
"De 1 a 14 años (010)",16409,11052,2462,448,2486
"De 15 a 29 años (011)",12729,2437,1165,306,8826
"De 30 a 44 años (012)",8499,1001,1687,374,5474
"De 45 a 64 años (013)",6330,1002,1574,261,3538
"De 65 y mas años (014)",2775,668,546,85,1478
"Mujeres (016)",48453,19368,8023,1219,19943
"Menos de 1 año (017)",844,602,113,7,122
"De 1 a 14 años (018)",15455,10362,2318,397,2410
"De 15 a 29 años (019)",13177,3493,1353,299,8048
"De 30 a 44 años (020)",9234,2215,2186,269,4588
"De 45 a 64 años (021)",6517,1680,1617,183,3065
"De 65 y mas años (022)",3226,1016,436,64,1710
,,,,,
"URBANA (024)",60810,16406,14850,2407,27337
"Menos de 1 año (025)",1054,654,219,19,163
"De 1 a 14 años (026)",19093,10110,4622,719,3697
"De 15 a 29 años (027)",18523,3082,2421,554,12483
"De 30 a 44 años (028)",11749,1197,3702,607,6298
"De 45 a 64 años (029)",7475,833,3000,392,3310
"De 65 y mas años (030)",2916,530,886,116,1386
"Hombres (032)",29630,7541,7168,1339,13693
"Menos de 1 año (033)",522,331,108,13,71
"De 1 a 14 años (034)",9747,5157,2375,389,1855
"De 15 a 29 años (035)",8903,1224,1122,286,6276
"De 30 a 44 años (036)",5505,335,1606,351,3245
"De 45 a 64 años (037)",3659,297,1473,237,1694
"De 65 y mas años (038)",1294,197,484,63,552
"Mujeres (040)",31180,8865,7682,1068,13644
"Menos de 1 año (041)",532,323,111,6,92
"De 1 a 14 años (042)",9346,4953,2247,330,1842
"De 15 a 29 años (043)",9620,1858,1299,268,6207
"De 30 a 44 años (044)",6244,862,2096,256,3053
"De 45 a 64 años (045)",3816,536,1527,155,1616
"De 65 y mas años (046)",1622,333,402,53,834
,,,,,
"RURAL (048)",35254,19752,721,302,14518
"Menos de 1 año (049)",659,578,8,4,69
"De 1 a 14 años (050)",12771,11304,158,126,1199
"De 15 a 29 años (051)",7383,2848,97,51,4391
"De 30 a 44 años (052)",5984,2019,171,36,3764
"De 45 a 64 años (053)",5372,1849,191,52,3293
"De 65 y mas años (054)",3085,1154,96,33,1802
"Hombres (056)",17981,9249,380,151,8219
"Menos de 1 año (057)",347,299,6,3,39
"De 1 a 14 años (058)",6662,5895,87,59,631
"De 15 a 29 años (059)",3826,1213,43,20,2550
"De 30 a 44 años (060)",2994,666,81,23,2229
"De 45 a 64 años (061)",2671,705,101,24,1844
"De 65 y mas años (062)",1481,471,62,22,926
"Mujeres (064)",17273,10503,341,151,6299
"Menos de 1 año (065)",312,279,2,1,30
"De 1 a 14 años (066)",6109,5409,71,67,568
"De 15 a 29 años (067)",3557,1635,54,31,1841
"De 30 a 44 años (068)",2990,1353,90,13,1535
"De 45 a 64 años (069)",2701,1144,90,28,1449
"De 65 y mas años (070)",1604,683,34,11,876
