"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LAURICOCHA (000)",32948,1777,10132,5974,4640,3870,2781,1705,2069
"Quechua (001)",3415,139,641,347,424,510,429,326,599
"Aymara (002)",17,1,4,1,2,3,,1,5
"Ashaninca (003)",4,,,1,,1,,2,
"Otra lengua nativa (004)",8,,2,2,1,3,,,
"Castellano (005)",29481,1635,9481,5617,4210,3351,2351,1373,1463
"Es sordomudo/a (007)",23,2,4,6,3,2,1,3,2
"Hombres (009)",17103,931,5281,3151,2431,2034,1444,840,991
"Quechua (010)",1656,81,341,164,213,244,218,150,245
"Aymara (011)",6,,3,,,2,,,1
"Ashaninca (012)",2,,,1,,,,1,
"Otra lengua nativa (013)",4,,2,,,2,,,
"Castellano (014)",15427,849,4934,2984,2217,1785,1226,688,744
"Es sordomudo/a (016)",8,1,1,2,1,1,,1,1
"Mujeres (018)",15845,846,4851,2823,2209,1836,1337,865,1078
"Quechua (019)",1759,58,300,183,211,266,211,176,354
"Aymara (020)",11,1,1,1,2,1,,1,4
"Ashaninca (021)",2,,,,,1,,1,
"Otra lengua nativa (022)",4,,,2,1,1,,,
"Castellano (023)",14054,786,4547,2633,1993,1566,1125,685,719
"Es sordomudo/a (025)",15,1,3,4,2,1,1,2,1
,,,,,,,,,
"URBANA (027)",7452,358,2156,1419,1006,882,645,449,537
"Quechua (028)",697,17,127,77,84,98,90,75,129
"Aymara (029)",4,,1,,,1,,,2
"Otra lengua nativa (031)",1,,,,,1,,,
"Castellano (032)",6747,341,2028,1341,921,782,554,374,406
"Es sordomudo/a (034)",3,,,1,1,,1,,
"Hombres (036)",3697,197,1109,741,465,432,300,209,244
"Quechua (037)",316,11,73,36,40,43,40,32,41
"Aymara (038)",2,,1,,,1,,,
"Castellano (041)",3379,186,1035,705,425,388,260,177,203
"Mujeres (045)",3755,161,1047,678,541,450,345,240,293
"Quechua (046)",381,6,54,41,44,55,50,43,88
"Aymara (047)",2,,,,,,,,2
"Otra lengua nativa (049)",1,,,,,1,,,
"Castellano (050)",3368,155,993,636,496,394,294,197,203
"Es sordomudo/a (052)",3,,,1,1,,1,,
,,,,,,,,,
"RURAL (054)",25496,1419,7976,4555,3634,2988,2136,1256,1532
"Quechua (055)",2718,122,514,270,340,412,339,251,470
"Aymara (056)",13,1,3,1,2,2,,1,3
"Ashaninca (057)",4,,,1,,1,,2,
"Otra lengua nativa (058)",7,,2,2,1,2,,,
"Castellano (059)",22734,1294,7453,4276,3289,2569,1797,999,1057
"Es sordomudo/a (061)",20,2,4,5,2,2,,3,2
"Hombres (063)",13406,734,4172,2410,1966,1602,1144,631,747
"Quechua (064)",1340,70,268,128,173,201,178,118,204
"Aymara (065)",4,,2,,,1,,,1
"Ashaninca (066)",2,,,1,,,,1,
"Otra lengua nativa (067)",4,,2,,,2,,,
"Castellano (068)",12048,663,3899,2279,1792,1397,966,511,541
"Es sordomudo/a (070)",8,1,1,2,1,1,,1,1
"Mujeres (072)",12090,685,3804,2145,1668,1386,992,625,785
"Quechua (073)",1378,52,246,142,167,211,161,133,266
"Aymara (074)",9,1,1,1,2,1,,1,2
"Ashaninca (075)",2,,,,,1,,1,
"Otra lengua nativa (076)",3,,,2,1,,,,
"Castellano (077)",10686,631,3554,1997,1497,1172,831,488,516
"Es sordomudo/a (079)",12,1,3,3,1,1,,2,1
