"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AIJA (000)",2155,360,410,1003,8,339,35
"Conviviente (001)",705,123,134,361,1,73,13
"Separado(a) (002)",76,17,17,33,,8,1
"Casado(a) (003)",768,134,131,400,6,88,9
"Viudo(a) (004)",82,3,10,50,,17,2
"Divorciado(a) (005)",1,,,,,,1
"Soltero(a) (006)",523,83,118,159,1,153,9
"Hombres (008)",1589,202,370,803,8,202,4
"Conviviente (009)",542,69,123,311,1,37,1
"Separado(a) (010)",35,7,12,15,,1,
"Casado(a) (011)",591,89,119,331,6,45,1
"Viudo(a) (012)",41,,9,28,,4,
"Soltero(a) (014)",380,37,107,118,1,115,2
"Mujeres (016)",566,158,40,200,,137,31
"Conviviente (017)",163,54,11,50,,36,12
"Separado(a) (018)",41,10,5,18,,7,1
"Casado(a) (019)",177,45,12,69,,43,8
"Viudo(a) (020)",41,3,1,22,,13,2
"Divorciado(a) (021)",1,,,,,,1
"Soltero(a) (022)",143,46,11,41,,38,7
,,,,,,,
"URBANA (024)",787,263,142,297,2,61,22
"Conviviente (025)",253,85,38,103,,18,9
"Separado(a) (026)",28,12,9,7,,,
"Casado(a) (027)",291,101,49,116,2,16,7
"Viudo(a) (028)",26,3,2,16,,4,1
"Soltero(a) (030)",189,62,44,55,,23,5
"Hombres (032)",521,147,124,206,2,40,2
"Conviviente (033)",174,52,32,79,,11,
"Separado(a) (034)",16,5,7,4,,,
"Casado(a) (035)",200,64,41,80,2,12,1
"Viudo(a) (036)",9,,2,6,,1,
"Soltero(a) (038)",122,26,42,37,,16,1
"Mujeres (040)",266,116,18,91,,21,20
"Conviviente (041)",79,33,6,24,,7,9
"Separado(a) (042)",12,7,2,3,,,
"Casado(a) (043)",91,37,8,36,,4,6
"Viudo(a) (044)",17,3,,10,,3,1
"Soltero(a) (046)",67,36,2,18,,7,4
,,,,,,,
"RURAL (048)",1368,97,268,706,6,278,13
"Conviviente (049)",452,38,96,258,1,55,4
"Separado(a) (050)",48,5,8,26,,8,1
"Casado(a) (051)",477,33,82,284,4,72,2
"Viudo(a) (052)",56,,8,34,,13,1
"Divorciado(a) (053)",1,,,,,,1
"Soltero(a) (054)",334,21,74,104,1,130,4
"Hombres (056)",1068,55,246,597,6,162,2
"Conviviente (057)",368,17,91,232,1,26,1
"Separado(a) (058)",19,2,5,11,,1,
"Casado(a) (059)",391,25,78,251,4,33,
"Viudo(a) (060)",32,,7,22,,3,
"Soltero(a) (062)",258,11,65,81,1,99,1
"Mujeres (064)",300,42,22,109,,116,11
"Conviviente (065)",84,21,5,26,,29,3
"Separado(a) (066)",29,3,3,15,,7,1
"Casado(a) (067)",86,8,4,33,,39,2
"Viudo(a) (068)",24,,1,12,,10,1
"Divorciado(a) (069)",1,,,,,,1
"Soltero(a) (070)",76,10,9,23,,31,3
