"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCA SANCOS (000)",3573,70,878,1253,1004,368
"Empleado (001)",495,,96,251,142,6
"Obrero (002)",812,10,272,282,177,71
"Trabajador independiente (003)",1645,11,305,551,535,243
"Empleador o patrono (004)",14,,3,6,3,2
"Trabajador familiar no remunerado (005)",576,47,185,154,145,45
"Trabajador del hogar (006)",31,2,17,9,2,1
"Hombres (008)",2189,45,532,783,617,212
"Empleado (009)",324,,40,171,108,5
"Obrero (010)",638,10,231,220,137,40
"Trabajador independiente (011)",998,7,181,334,326,150
"Empleador o patrono (012)",10,,2,6,,2
"Trabajador familiar no remunerado (013)",218,28,77,52,46,15
"Trabajador del hogar (014)",1,,1,,,
"Mujeres (016)",1384,25,346,470,387,156
"Empleado (017)",171,,56,80,34,1
"Obrero (018)",174,,41,62,40,31
"Trabajador independiente (019)",647,4,124,217,209,93
"Empleador o patrono (020)",4,,1,,3,
"Trabajador familiar no remunerado (021)",358,19,108,102,99,30
"Trabajador del hogar (022)",30,2,16,9,2,1
,,,,,,
"URBANA (024)",2339,51,577,869,631,211
"Empleado (025)",462,,89,238,130,5
"Obrero (026)",513,9,181,172,115,36
"Trabajador independiente (027)",1042,9,201,368,321,143
"Empleador o patrono (028)",12,,3,5,3,1
"Trabajador familiar no remunerado (029)",282,31,88,78,60,25
"Trabajador del hogar (030)",28,2,15,8,2,1
"Hombres (032)",1444,35,356,539,395,119
"Empleado (033)",296,,35,161,96,4
"Obrero (034)",428,9,166,140,93,20
"Trabajador independiente (035)",602,7,117,211,185,82
"Empleador o patrono (036)",8,,2,5,,1
"Trabajador familiar no remunerado (037)",110,19,36,22,21,12
"Mujeres (040)",895,16,221,330,236,92
"Empleado (041)",166,,54,77,34,1
"Obrero (042)",85,,15,32,22,16
"Trabajador independiente (043)",440,2,84,157,136,61
"Empleador o patrono (044)",4,,1,,3,
"Trabajador familiar no remunerado (045)",172,12,52,56,39,13
"Trabajador del hogar (046)",28,2,15,8,2,1
,,,,,,
"RURAL (048)",1234,19,301,384,373,157
"Empleado (049)",33,,7,13,12,1
"Obrero (050)",299,1,91,110,62,35
"Trabajador independiente (051)",603,2,104,183,214,100
"Empleador o patrono (052)",2,,,1,,1
"Trabajador familiar no remunerado (053)",294,16,97,76,85,20
"Trabajador del hogar (054)",3,,2,1,,
"Hombres (056)",745,10,176,244,222,93
"Empleado (057)",28,,5,10,12,1
"Obrero (058)",210,1,65,80,44,20
"Trabajador independiente (059)",396,,64,123,141,68
"Empleador o patrono (060)",2,,,1,,1
"Trabajador familiar no remunerado (061)",108,9,41,30,25,3
"Trabajador del hogar (062)",1,,1,,,
"Mujeres (064)",489,9,125,140,151,64
"Empleado (065)",5,,2,3,,
"Obrero (066)",89,,26,30,18,15
"Trabajador independiente (067)",207,2,40,60,73,32
"Trabajador familiar no remunerado (069)",186,7,56,46,60,17
"Trabajador del hogar (070)",2,,1,1,,
