"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LUCANAS (000)",64590,1091,19677,14976,11603,10232,7011
"Jefe o Jefa (001)",19325,,82,2880,5536,6081,4746
"Esposa(o) / compañera(o) (002)",9528,,24,2095,3186,2831,1392
"Hijo(a) / hijastro(a) (003)",25293,805,15354,7052,1585,468,29
"Yerno / nuera (004)",680,,10,385,216,60,9
"Nieto(a) (005)",3125,207,2415,462,38,3,
"Padres / suegros (006)",590,,,1,19,98,472
"Otro(a) pariente (007)",4594,72,1627,1465,654,484,292
"Trabajador(a) del hogar (008)",78,,8,53,7,8,2
"Pensionistas (009)",79,,3,42,20,12,2
"Otro(a) no pariente (010)",1298,7,154,541,342,187,67
"Hombres (011)",33023,553,10231,7746,5960,5233,3300
"Jefe o Jefa (012)",13220,,41,2026,4017,4257,2879
"Esposa(o) / compañera(o) (013)",910,,16,269,291,219,115
"Hijo(a) / hijastro(a) (014)",13251,410,7977,3741,833,273,17
"Yerno / nuera (015)",326,,5,152,124,37,8
"Nieto(a) (016)",1631,106,1254,246,24,1,
"Padres / suegros (017)",198,,,1,11,38,148
"Otro(a) pariente (018)",2554,35,848,901,403,269,98
"Trabajador(a) del hogar (019)",25,,2,14,1,6,2
"Pensionistas (020)",53,,2,22,16,12,1
"Otro(a) no pariente (021)",855,2,86,374,240,121,32
"Mujeres (022)",31567,538,9446,7230,5643,4999,3711
"Jefe o Jefa (023)",6105,,41,854,1519,1824,1867
"Esposa(o) / compañera(o) (024)",8618,,8,1826,2895,2612,1277
"Hijo(a) / hijastro(a) (025)",12042,395,7377,3311,752,195,12
"Yerno / nuera (026)",354,,5,233,92,23,1
"Nieto(a) (027)",1494,101,1161,216,14,2,
"Padres / suegros (028)",392,,,,8,60,324
"Otro(a) pariente (029)",2040,37,779,564,251,215,194
"Trabajador(a) del hogar (030)",53,,6,39,6,2,
"Pensionistas (031)",26,,1,20,4,,1
"Otro(a) no pariente (032)",443,5,68,167,102,66,35
,,,,,,,
"URBANA (033)",37913,636,11380,8929,7016,5878,4074
"Jefe o Jefa (034)",10650,,49,1350,3100,3386,2765
"Esposa(o) / compañera(o) (035)",5429,,19,1076,1938,1616,780
"Hijo(a) / hijastro(a) (036)",15385,452,8741,4697,1134,341,20
"Yerno / nuera (037)",475,,5,250,165,47,8
"Nieto(a) (038)",2063,138,1562,333,27,3,
"Padres / suegros (039)",338,,,,6,54,278
"Otro(a) pariente (040)",2716,42,911,847,435,312,169
"Trabajador(a) del hogar (041)",50,,5,39,4,2,
"Pensionistas (042)",65,,3,34,16,11,1
"Otro(a) no pariente (043)",742,4,85,303,191,106,53
"Hombres (044)",18765,325,5881,4429,3398,2918,1814
"Jefe o Jefa (045)",6991,,21,893,2199,2304,1574
"Esposa(o) / compañera(o) (046)",480,,14,134,141,130,61
"Hijo(a) / hijastro(a) (047)",7955,233,4491,2457,569,194,11
"Yerno / nuera (048)",231,,4,101,92,27,7
"Nieto(a) (049)",1082,76,812,177,16,1,
"Padres / suegros (050)",110,,,,4,22,84
"Otro(a) pariente (051)",1439,15,483,467,249,172,53
"Trabajador(a) del hogar (052)",10,,2,7,,1,
"Pensionistas (053)",42,,2,15,13,11,1
"Otro(a) no pariente (054)",425,1,52,178,115,56,23
"Mujeres (055)",19148,311,5499,4500,3618,2960,2260
"Jefe o Jefa (056)",3659,,28,457,901,1082,1191
"Esposa(o) / compañera(o) (057)",4949,,5,942,1797,1486,719
"Hijo(a) / hijastro(a) (058)",7430,219,4250,2240,565,147,9
"Yerno / nuera (059)",244,,1,149,73,20,1
"Nieto(a) (060)",981,62,750,156,11,2,
"Padres / suegros (061)",228,,,,2,32,194
"Otro(a) pariente (062)",1277,27,428,380,186,140,116
"Trabajador(a) del hogar (063)",40,,3,32,4,1,
"Pensionistas (064)",23,,1,19,3,,
"Otro(a) no pariente (065)",317,3,33,125,76,50,30
,,,,,,,
"RURAL (066)",26677,455,8297,6047,4587,4354,2937
"Jefe o Jefa (067)",8675,,33,1530,2436,2695,1981
"Esposa(o) / compañera(o) (068)",4099,,5,1019,1248,1215,612
"Hijo(a) / hijastro(a) (069)",9908,353,6613,2355,451,127,9
"Yerno / nuera (070)",205,,5,135,51,13,1
"Nieto(a) (071)",1062,69,853,129,11,,
"Padres / suegros (072)",252,,,1,13,44,194
"Otro(a) pariente (073)",1878,30,716,618,219,172,123
"Trabajador(a) del hogar (074)",28,,3,14,3,6,2
"Pensionistas (075)",14,,,8,4,1,1
"Otro(a) no pariente (076)",556,3,69,238,151,81,14
"Hombres (077)",14258,228,4350,3317,2562,2315,1486
"Jefe o Jefa (078)",6229,,20,1133,1818,1953,1305
"Esposa(o) / compañera(o) (079)",430,,2,135,150,89,54
"Hijo(a) / hijastro(a) (080)",5296,177,3486,1284,264,79,6
"Yerno / nuera (081)",95,,1,51,32,10,1
"Nieto(a) (082)",549,30,442,69,8,,
"Padres / suegros (083)",88,,,1,7,16,64
"Otro(a) pariente (084)",1115,20,365,434,154,97,45
"Trabajador(a) del hogar (085)",15,,,7,1,5,2
"Pensionistas (086)",11,,,7,3,1,
"Otro(a) no pariente (087)",430,1,34,196,125,65,9
"Mujeres (088)",12419,227,3947,2730,2025,2039,1451
"Jefe o Jefa (089)",2446,,13,397,618,742,676
"Esposa(o) / compañera(o) (090)",3669,,3,884,1098,1126,558
"Hijo(a) / hijastro(a) (091)",4612,176,3127,1071,187,48,3
"Yerno / nuera (092)",110,,4,84,19,3,
"Nieto(a) (093)",513,39,411,60,3,,
"Padres / suegros (094)",164,,,,6,28,130
"Otro(a) pariente (095)",763,10,351,184,65,75,78
