"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia HUACAYBAMBA",,,,,,,,,
"Hogares (001)",4480,54,21,14,8,2,8,10,4363
"Ocupantes presentes (002)",20321,147,86,58,27,10,32,66,19895
"Casa independiente",,,,,,,,,
"Hogares (004)",4419,53,21,14,8,2,8,10,4303
"Ocupantes presentes (005)",20130,146,86,58,27,10,32,66,19705
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",2,,,,,,,,2
"Ocupantes presentes (011)",10,,,,,,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (016)",57,1,,,,,,,56
"Ocupantes presentes (017)",171,1,,,,,,,170
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",2,,,,,,,,2
"Ocupantes presentes (023)",10,,,,,,,,10
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",870,27,12,8,3,2,1,3,814
"Ocupantes presentes (029)",3617,70,38,31,7,10,3,23,3435
"Casa independiente",,,,,,,,,
"Hogares (031)",867,27,12,8,3,2,1,3,811
"Ocupantes presentes (032)",3602,70,38,31,7,10,3,23,3420
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",2,,,,,,,,2
"Ocupantes presentes (038)",10,,,,,,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",3610,27,9,6,5,,7,7,3549
"Ocupantes presentes (056)",16704,77,48,27,20,,29,43,16460
"Casa independiente",,,,,,,,,
"Hogares (058)",3552,26,9,6,5,,7,7,3492
"Ocupantes presentes (059)",16528,76,48,27,20,,29,43,16285
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",57,1,,,,,,,56
"Ocupantes presentes (071)",171,1,,,,,,,170
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
