"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia EL COLLAO (000)",62950,8707,11863,11540,9744,7600,13496
"Católica (001)",47541,6677,9298,9095,7550,5764,9157
"Cristiana/Evangélica (002)",8751,960,1297,1350,1214,1110,2820
"Otra (003)",3429,451,614,524,528,397,915
"Ninguna (004)",3229,619,654,571,452,329,604
"Hombres (006)",31878,4504,6272,5695,4881,3793,6733
"Católica (007)",24460,3471,4962,4486,3838,2942,4761
"Cristiana/Evangélica (008)",4121,485,635,649,573,505,1274
"Otra (009)",1642,233,294,250,247,189,429
"Ninguna (010)",1655,315,381,310,223,157,269
"Mujeres (012)",31072,4203,5591,5845,4863,3807,6763
"Católica (013)",23081,3206,4336,4609,3712,2822,4396
"Cristiana/Evangélica (014)",4630,475,662,701,641,605,1546
"Otra (015)",1787,218,320,274,281,208,486
"Ninguna (016)",1574,304,273,261,229,172,335
,,,,,,,
"URBANA (018)",19844,2945,4374,4155,3644,2269,2457
"Católica (019)",15010,2224,3326,3223,2865,1717,1655
"Cristiana/Evangélica (020)",2707,375,518,536,418,334,526
"Otra (021)",1064,153,240,187,184,122,178
"Ninguna (022)",1063,193,290,209,177,96,98
"Hombres (024)",10228,1526,2304,2004,1843,1245,1306
"Católica (025)",7839,1157,1777,1536,1484,959,926
"Cristiana/Evangélica (026)",1289,186,237,268,184,169,245
"Otra (027)",512,79,114,83,86,62,88
"Ninguna (028)",588,104,176,117,89,55,47
"Mujeres (030)",9616,1419,2070,2151,1801,1024,1151
"Católica (031)",7171,1067,1549,1687,1381,758,729
"Cristiana/Evangélica (032)",1418,189,281,268,234,165,281
"Otra (033)",552,74,126,104,98,60,90
"Ninguna (034)",475,89,114,92,88,41,51
,,,,,,,
"RURAL (036)",43106,5762,7489,7385,6100,5331,11039
"Católica (037)",32531,4453,5972,5872,4685,4047,7502
"Cristiana/Evangélica (038)",6044,585,779,814,796,776,2294
"Otra (039)",2365,298,374,337,344,275,737
"Ninguna (040)",2166,426,364,362,275,233,506
"Hombres (042)",21650,2978,3968,3691,3038,2548,5427
"Católica (043)",16621,2314,3185,2950,2354,1983,3835
"Cristiana/Evangélica (044)",2832,299,398,381,389,336,1029
"Otra (045)",1130,154,180,167,161,127,341
"Ninguna (046)",1067,211,205,193,134,102,222
"Mujeres (048)",21456,2784,3521,3694,3062,2783,5612
"Católica (049)",15910,2139,2787,2922,2331,2064,3667
"Cristiana/Evangélica (050)",3212,286,381,433,407,440,1265
"Otra (051)",1235,144,194,170,183,148,396
"Ninguna (052)",1099,215,159,169,141,131,284
