"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TAYACAJA (000)",25724,107,417,1134,2336,5004,10463,6263
"De 12 a 14 años (001)",62,,,,,,2,60
"De 15 a 19 años (002)",820,,,,,,520,300
"De 20 a 24 años (003)",2981,,,,,10,1842,1129
"De 25 a 29 años (004)",3265,,,,,119,2244,902
"De 30 a 34 años (005)",3006,,,,1,440,1987,578
"De 35 a 39 años (006)",2959,,,,18,779,1703,459
"De 40 a 44 años (007)",2612,,,,92,913,1256,351
"De 45 a 49 años (008)",2258,,,10,192,1017,724,315
"De 50 y más años (009)",7761,107,417,1124,2033,1726,185,2169
"PEA (010)",7734,12,56,228,727,1731,3071,1909
"De 12 a 14 años (011)",5,,,,,,,5
"De 15 a 19 años (012)",193,,,,,,114,79
"De 20 a 24 años (013)",879,,,,,7,498,374
"De 25 a 29 años (014)",1026,,,,,41,649,336
"De 30 a 34 años (015)",991,,,,1,155,622,213
"De 35 a 39 años (016)",1027,,,,8,307,514,198
"De 40 a 44 años (017)",934,,,,41,354,420,119
"De 45 a 49 años (018)",757,,,2,79,344,210,122
"De 50 y más años (019)",1922,12,56,226,598,523,44,463
"Ocupada (020)",7558,12,56,225,714,1713,3008,1830
"De 12 a 14 años (021)",5,,,,,,,5
"De 15 a 19 años (022)",183,,,,,,107,76
"De 20 a 24 años (023)",840,,,,,6,483,351
"De 25 a 29 años (024)",988,,,,,39,633,316
"De 30 a 34 años (025)",966,,,,1,154,611,200
"De 35 a 39 años (026)",1008,,,,8,303,506,191
"De 40 a 44 años (027)",924,,,,40,352,416,116
"De 45 a 49 años (028)",749,,,2,79,339,209,120
"De 50 y más años (029)",1895,12,56,223,586,520,43,455
"Desocupada (030)",176,,,3,13,18,63,79
"De 15 a 19 años (032)",10,,,,,,7,3
"De 20 a 24 años (033)",39,,,,,1,15,23
"De 25 a 29 años (034)",38,,,,,2,16,20
"De 30 a 34 años (035)",25,,,,,1,11,13
"De 35 a 39 años (036)",19,,,,,4,8,7
"De 40 a 44 años (037)",10,,,,1,2,4,3
"De 45 a 49 años (038)",8,,,,,5,1,2
"De 50 y más años (039)",27,,,3,12,3,1,8
"No PEA (040)",17990,95,361,906,1609,3273,7392,4354
"De 12 a 14 años (041)",57,,,,,,2,55
"De 15 a 19 años (042)",627,,,,,,406,221
"De 20 a 24 años (043)",2102,,,,,3,1344,755
"De 25 a 29 años (044)",2239,,,,,78,1595,566
"De 30 a 34 años (045)",2015,,,,,285,1365,365
"De 35 a 39 años (046)",1932,,,,10,472,1189,261
"De 40 a 44 años (047)",1678,,,,51,559,836,232
