"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CASTILLA (000)",34904,5203,1070,11291,11373,1632,2031,763,1541
"Jefe o Jefa (001)",11014,1346,3,3406,3817,600,800,286,756
"Esposa(o)/ compa¤era(o) (002)",6424,1277,13,1912,2032,268,469,116,337
"Hijo(a)/ hijastro(a) (003)",12711,1773,860,4553,3949,547,523,262,244
"Yerno/ nuera (004)",433,7,,62,223,39,53,13,36
"Nieto(a) (005)",1133,297,136,416,219,23,19,16,7
"Padres/ suegros (006)",419,245,,141,20,,12,,1
"Otro(a) pariente (007)",1786,205,46,574,709,78,75,35,64
"Trabajador(a) del hogar (008)",83,3,,24,46,3,1,6,
"Pensionista (009)",21,4,,6,9,1,1,,
"Otro(a) no pariente (010)",880,46,12,197,349,73,78,29,96
"Hombres (012)",18000,1828,533,5836,6609,906,972,489,827
"Jefe o Jefa (013)",8356,611,2,2630,3226,477,592,243,575
"Esposa(o)/ compa¤era(o) (014)",323,37,1,93,119,12,21,20,20
"Hijo(a)/ hijastro(a) (015)",6733,871,426,2339,2280,300,240,162,115
"Yerno/ nuera (016)",212,2,,24,113,22,22,7,22
"Nieto(a) (017)",596,148,72,226,113,13,13,9,2
"Padres/ suegros (018)",121,44,,66,9,,2,,
"Otro(a) pariente (019)",1023,95,27,310,459,37,35,26,34
"Trabajador(a) del hogar (020)",14,,,5,8,1,,,
"Pensionista (021)",15,2,,6,6,1,,,
"Otro(a) no pariente (022)",607,18,5,137,276,43,47,22,59
"Mujeres (024)",16904,3375,537,5455,4764,726,1059,274,714
"Jefe o Jefa (025)",2658,735,1,776,591,123,208,43,181
"Esposa(o)/ compa¤era(o) (026)",6101,1240,12,1819,1913,256,448,96,317
"Hijo(a)/ hijastro(a) (027)",5978,902,434,2214,1669,247,283,100,129
"Yerno/ nuera (028)",221,5,,38,110,17,31,6,14
"Nieto(a) (029)",537,149,64,190,106,10,6,7,5
"Padres/ suegros (030)",298,201,,75,11,,10,,1
"Otro(a) pariente (031)",763,110,19,264,250,41,40,9,30
"Trabajador(a) del hogar (032)",69,3,,19,38,2,1,6,
"Pensionista (033)",6,2,,,3,,1,,
"Otro(a) no pariente (034)",273,28,7,60,73,30,31,7,37
,,,,,,,,,
"URBANA (036)",20019,2401,684,6003,6613,1097,1484,528,1209
"Jefe o Jefa (037)",6441,529,1,1679,2297,463,632,201,639
"Esposa(o)/ compa¤era(o) (038)",3563,486,11,915,1265,186,364,87,249
"Hijo(a)/ hijastro(a) (039)",7182,937,556,2598,2139,307,319,167,159
"Yerno/ nuera (040)",209,2,,22,108,18,28,9,22
"Nieto(a) (041)",636,153,78,233,135,11,13,9,4
"Padres/ suegros (042)",251,140,,90,11,,9,,1
"Otro(a) pariente (043)",1080,120,31,331,427,51,53,25,42
"Trabajador(a) del hogar (044)",55,2,,16,32,2,1,2,
"Pensionista (045)",12,1,,2,7,1,1,,
"Otro(a) no pariente (046)",590,31,7,117,192,58,64,28,93
